"sirius_smiles"	"sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"B(OCC(C)OCC(C)OC)(OCC(C)OCC(C)OC)OCC(C)OCC(C)OC"	4421	1	1	1	1	"N/A"	-167.828053705766	1	70.7034580177241	"C21H45BO9"	"[M + Na]+"	"KWSWSNSTXCTLPR"	"InChI=1S/C21H45BO9/c1-16(23-7)10-26-19(4)13-29-22(30-14-20(5)27-11-17(2)24-8)31-15-21(6)28-12-18(3)25-9/h16-21H,10-15H2,1-9H3"	"tris[2-(2-methoxypropoxy)propyl] borate"	2.51764226	"108394"	"PubChem:(108394);NORMAN:(NS00056387)"	262146	474.306671142578	461.60067	"3740_fibl_pilot_pos_sirius_3996"	3996	NA	NA	NA	NA	3996
"B(OCC(C)OCC(C)OC)(OCC(C)OCC(C)OC)OCC(C)OCC(C)OC"	4402	1	1	1	1	"N/A"	-167.358324216836	1	109.86091341301	"C21H45BO9"	"[M + Na]+"	"KWSWSNSTXCTLPR"	"InChI=1S/C21H45BO9/c1-16(23-7)10-26-19(4)13-29-22(30-14-20(5)27-11-17(2)24-8)31-15-21(6)28-12-18(3)25-9/h16-21H,10-15H2,1-9H3"	"tris[2-(2-methoxypropoxy)propyl] borate"	2.51764226	"108394"	"PubChem:(108394);NORMAN:(NS00056387)"	262146	474.306488037109	448.977882	"3378_fibl_pilot_pos_sirius_3624"	3624	NA	NA	NA	NA	3624
"B(OCCCC)(OCCCC)OC(=CC(=O)C)C"	3107	1	1	1	1	"0.16569413449845824"	-364.802239650402	1	47.1024963175376	"C13H25BO4"	"[M + Na]+"	"AXANGXQZTAPYAP"	"InChI=1S/C13H25BO4/c1-5-7-9-16-14(17-10-8-6-2)18-13(4)11-12(3)15/h11H,5-10H2,1-4H3"	"null"	3.81775475	"139594256"	"PubChem:(139594256);NORMAN:(NS00053089)"	262146	278.178558349609	176.07876	"4811_fibl_pilot_pos_sirius_5086"	5086	NA	NA	NA	NA	5086
"B1(OC(C(O1)(C)C)(C)C)C(C)C(C)C"	4122	1	1	1	1	"0.07392379275333794"	-241.156967324216	1	45.9901134223992	"C11H23BO2"	"[M + Na]+"	"ATYAARGZZDCIPP"	"InChI=1S/C11H23BO2/c1-8(2)9(3)12-13-10(4,5)11(6,7)14-12/h8-9H,1-7H3"	"null"	3.21355772	"86014281"	"PubChem:(86014281);PubChem class - safety and toxic"	67108866	220.172950744629	167.0697	"4302_fibl_pilot_pos_sirius_4571"	4571	NA	NA	NA	NA	4571
"B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(CC)CC"	4368	1	1	1	2	"0.03085055698010642"	-483.094995601594	1	3.02214450516806	"C16H26BNO2"	"[M + H]+"	"WVPMYKCIKQQJIV"	"InChI=1S/C16H26BNO2/c1-7-18(8-2)14-11-9-13(10-12-14)17-19-15(3,4)16(5,6)20-17/h9-12H,7-8H2,1-6H3"	"4-(Diethylamino)phenylboronic Acid Pinacol Ester"	3.90218759	"44629855"	"PubChem:(44629855);PubChem class - safety and toxic"	67108866	275.215209960938	290.586258	"4944_fibl_pilot_pos_sirius_5222"	5222	NA	NA	NA	NA	5222
"B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N3C(=O)C4C5CC(C4C3=O)C=C5"	3537	1	1	1	2	"0.13033389734883763"	-688.424402470457	0.991457286432161	57.0836676995772	"C21H24BNO4"	"[M + H]+"	"RMWHXARBVKENMV"	"InChI=1S/C21H24BNO4/c1-20(2)21(3,4)27-22(26-20)14-7-9-15(10-8-14)23-18(24)16-12-5-6-13(11-12)17(16)19(23)25/h5-10,12-13,16-17H,11H2,1-4H3"	"2-(4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)-3a,4,7,7a-tetrahydro-1H-4,7-methanoisoindole-1,3(2H)-dione"	3.05879378	"71306592;99773879;99773880;99773882;99773884;99959078;99959082;99959087;124747381;132525712"	"PubChem:(71306592 99773879 99773880 99773882 99773884 99959078 99959082 99959087 124747381 132525712);PubChem class - safety and toxic"	67108866	365.19189453125	100.064766	"1149_fibl_pilot_pos_sirius_1262"	1262	NA	NA	NA	NA	1262
"B1(OC(C(O1)(C)C)(C)C)C2=CN(N=C2NC(=O)OC(C)(C)C)C"	3548	1	1	1	1	"0.12917086265194766"	-490.839188638749	1	49.2726439344878	"C15H26BN3O4"	"[M + K]+"	"AARRCLBLXYOMQP"	"InChI=1S/C15H26BN3O4/c1-13(2,3)21-12(20)17-11-10(9-19(8)18-11)16-22-14(4,5)15(6,7)23-16/h9H,1-8H3,(H,17,18,20)"	"null"	2.90900612	"77231560"	"PubChem:(77231560);PubChem class - safety and toxic"	67108866	361.16845703125	558.911076	"4626_fibl_pilot_pos_sirius_4900"	4900	NA	NA	NA	NA	4900
"B1(OC2CC3CC(C3(C)C)C2(O1)C)C4=CC=CC=C4"	4361	1	1	2	2	"0.034275680270894546"	-344.297574244689	1	13.0894941180056	"C16H21BO2"	"[M + H]+"	"OZQWJKOXOILFRR"	"InChI=1S/C16H21BO2/c1-15(2)11-9-13(15)16(3)14(10-11)18-17(19-16)12-7-5-4-6-8-12/h4-8,11,13-14H,9-10H2,1-3H3"	"2,9,9-trimethyl-4-phenyl-3,5-dioxa-4-boratricyclo[6.1.1.0~2,6~]decane"	3.68254614	"13204725;13204726;13204727;13204728;11834658;11391198;58961317;99864582;99864584;100632477;102243640;100912112;124630339;124865439"	"PubChem:(13204725 13204726 13204727 13204728 11834658 11391198 58961317 99864582 99864584 100632477 102243640 100912112 124630339 124865439);PubChem class - safety and toxic"	67108866	256.175445556641	123.666996	"2849_fibl_pilot_pos_sirius_3063"	3063	NA	NA	NA	NA	3063
"C(=C(C(=O)O)OP(=O)(O)O)C(=O)O"	2943	1	1	1	1	"0.1807636867013754"	-44.0186179654504	1	5.70717325424247	"C4H5O8P"	"[M + K]+"	"KMNAUSZAPXSXLU"	"InChI=1S/C4H5O8P/c5-3(6)1-2(4(7)8)12-13(9,10)11/h1H,(H,5,6)(H,7,8)(H2,9,10,11)"	"Carboxyphosphoenolpyruvic acid"	-1.89999998	"132170;6439409"	"COCONUT:(CNP0343372);PubChem:(132170 6439409);YMDB Mine;EcoCyc Mine;MeSH:(6439409);PubMed;KEGG Mine"	60131639366	250.935348510742	91.831866	"1118_fibl_pilot_pos_sirius_1228"	1228	NA	NA	NA	NA	1228
"C(=O)C(C(C(C(F)F)(F)F)(F)F)(F)F"	4007	1	1	1	3	"0.08448710275100364"	-92.3161243403841	0.38894472361809	10.9669997984625	"C5H2F8O"	"[M + K]+"	"BQFRALWVZATVGY"	"InChI=1S/C5H2F8O/c6-2(7)4(10,11)5(12,13)3(8,9)1-14/h1-2H"	"5H-Perfluoropentanal"	2.5999999	"542849"	"NORMAN:(NS00018882);PubChem class - safety and toxic;PubChem:(542849)"	67371010	268.960479736328	40.1824362	"277_fibl_pilot_pos_sirius_308"	308	NA	NA	NA	NA	308
"C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O"	4229	1	1	1	1	"0.06038434886148276"	-181.629943728462	1	23.4640782482119	"C7H8O8"	"[M + K]+"	"RQMCNDRMPZBEOD"	"InChI=1S/C7H8O8/c8-3(5(11)12)1-7(15,6(13)14)2-4(9)10/h15H,1-2H2,(H,9,10)(H,11,12)(H,13,14)"	"gamma-oxalocitramalate"	-2.02307439	"130;23615204;23615207;102024117;102024118;135563687"	"PubChem:(130 23615204 23615207 102024117 102024118 135563687);CHEBI:(58075 142757 142706 17250);PubChem class - bio and metabolites;KEGG:(C04115);Plantcyc:(4-OH-4-ACETYL-2-OXOGLUTARATE);Biocyc:(4-OH-4-ACETYL-2-OXOGLUTARATE)"	16910626	258.985137939453	54.8994618	"2522_fibl_pilot_pos_sirius_2725"	2725	"CHEBI:17250"	"2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid"	"2.49"	"3"	2725
"C(C(=O)CC(=O)CC(=O)O)C(=O)CC(=O)O"	4232	1	1	1	2	"0.05986517731578322"	-194.211997355405	1	76.3912209124283	"C9H10O7"	"[M + H]+"	"DVJQEIZBKGXTIR"	"InChI=1S/C9H10O7/c10-5(1-6(11)3-8(13)14)2-7(12)4-9(15)16/h1-4H2,(H,13,14)(H,15,16)"	"3,5,7-Trioxononanedioic acid"	-1	"3022602"	"PubChem:(3022602);NORMAN:(NS00039673)"	262146	231.049934387207	287.529012	"1664_fibl_pilot_pos_sirius_1819"	1819	NA	NA	NA	NA	1819
"C(C(=O)O)C(CC(=O)O)(C(=O)O)O"	602	1	1	2	2	"0.5675748613023132"	-7.17127036739564	1	109.019417072858	"C6H8O7"	"[M - H2O + H]+"	"KRKNYBCHXYNGOX"	"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)"	"Chemfill"	-1.79005051	"311;24802;31348;4099777;3853591;4342083;9815540;12303294;12303295;10012881;9990172;10241686;10313505;19782904;16213286;16213403;16217547;16219104;22051957;25113638;59575930;76764134;87060892;88113319;87111074;88162338;87306242;102066902;129761155"	"HMDB:(94);PubChem class - food;SuperNatural:(SN00317829 SN00001730);ZINC bio:(ZINC00895081);additional;HSDB:(77-92-9);MeSH:(311 31348);Plantcyc:(CIT);PubMed;NORMAN:(NS00007335 NS00042537);COCONUT:(CNP0149674 CNP0346802 CNP0354288);KNApSAcK:(7619);Natural Products:(UNPD145647);PubChem:(311 24802 31348 4099777 3853591 4342083 9815540 12303294 12303295 10012881 9990172 10241686 10313505 19782904 16213286 16213403 16217547 16219104 22051957 25113638 59575930 76764134 87060892 88113319 87111074 88162338 87306242 102066902 129761155);CHEBI:(16947 35806 76049 35810 35809 35802 30769);PubChem class - bio and metabolites;KEGG:(C00158);PubChem class - safety and toxic;YMDB:(86);Training Set;PubChem class - drug;Biocyc:(CPD1UA-5664 CIT)"	255847294	175.023574829102	49.2121458	"2891_fibl_pilot_pos_sirius_3108"	3108	"CHEBI:30769"	"citric acid"	"2.42"	"3"	3108
"C(C(=O)O)C(CC(=O)O)(C(=O)O)O"	1889	1	1	1	1	"0.2884965971285511"	-17.2538992691257	1	18.6571077161544	"C6H8O7"	"[M + Na]+"	"KRKNYBCHXYNGOX"	"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)"	"Chemfill"	-1.79005051	"311;24802;31348;4099777;3853591;4342083;9815540;12303294;12303295;10012881;9990172;10241686;10313505;19782904;16213286;16213403;16217547;16219104;22051957;25113638;59575930;76764134;87060892;88113319;87111074;88162338;87306242;102066902;129761155"	"HMDB:(94);PubChem class - food;SuperNatural:(SN00317829 SN00001730);ZINC bio:(ZINC00895081);additional;HSDB:(77-92-9);MeSH:(311 31348);Plantcyc:(CIT);PubMed;NORMAN:(NS00007335 NS00042537);COCONUT:(CNP0149674 CNP0346802 CNP0354288);KNApSAcK:(7619);Natural Products:(UNPD145647);PubChem:(311 24802 31348 4099777 3853591 4342083 9815540 12303294 12303295 10012881 9990172 10241686 10313505 19782904 16213286 16213403 16217547 16219104 22051957 25113638 59575930 76764134 87060892 88113319 87111074 88162338 87306242 102066902 129761155);CHEBI:(16947 35806 76049 35810 35809 35802 30769);PubChem class - bio and metabolites;KEGG:(C00158);PubChem class - safety and toxic;YMDB:(86);Training Set;PubChem class - drug;Biocyc:(CPD1UA-5664 CIT)"	255847294	215.016067504883	49.2121458	"737_fibl_pilot_pos_sirius_804"	804	"CHEBI:30769"	"citric acid"	"2.42"	"3"	804
"C(C(C(=CC(=O)O)C=CC(=O)O)O)C(=O)O"	4181	1	1	1	2	"0.06730846247091124"	-201.320679442107	1	84.3256050477287	"C9H10O7"	"[M + H]+"	"QZBAPOXIHSUTHJ"	"InChI=1S/C9H10O7/c10-6(4-9(15)16)5(3-8(13)14)1-2-7(11)12/h1-3,6,10H,4H2,(H,11,12)(H,13,14)(H,15,16)"	"null"	-0.899999976	"122391263"	"COCONUT:(CNP0083022);PubChem:(122391263);CHEBI:(133973);KEGG Mine"	8592031778	231.050804138184	199.797174	"1352_fibl_pilot_pos_sirius_1481"	1481	NA	NA	NA	NA	1481
"C(C(C(=O)O)N)C(=O)N"	95	1	1	2	2	"0.945497588431944"	-0.651039419563553	1	48.3627078460122	"C4H8N2O3"	"[M + H]+"	"DCXYFEDJOCDNAF"	"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)"	"agedoite"	-2.25158358	"236;6267;439600;4333740;5247114;5460880;5460874;5460875;5460877;5460878;5460881;6991971;6992089;16213309;16213311;16213450;16217343;16217399;16217568;16217723;16217724;53753695;58203004;71309330;71309891;87528072;88447182;91065355;101916026;122227568;124202806;131667586;134231473;136814877;138112706"	"HMDB:(168 33780);PubChem class - food;SuperNatural:(SN00002221 SN00156119);ZINC bio:(ZINC01529313 ZINC01532556);additional;HSDB:(70-47-3);MeSH:(236 6267 6992089);Plantcyc:(ASN B-DIDO-HEX-1:5_6:A CPD-3633);PubMed;NORMAN:(NS00002372);COCONUT:(CNP0405192 CNP0267849);KNApSAcK:(1341);Natural Products:(UNPD141469 UNPD81200);PubChem:(236 6267 439600 4333740 5247114 5460880 5460874 5460875 5460877 5460878 5460881 6991971 6992089 16213309 16213311 16213450 16217343 16217399 16217568 16217723 16217724 53753695 58203004 71309330 71309891 87528072 88447182 91065355 101916026 122227568 124202806 131667586 134231473 136814877 138112706);CHEBI:(32660 32651 28159 17196 74337 32661 32657 32656 22653 58048 32650);PubChem class - bio and metabolites;KEGG:(C00152 C01905 C16438);PubChem class - safety and toxic;YMDB:(849 226);Training Set;PubChem class - drug;Biocyc:(ASN CPD-3633)"	255847294	133.061050415039	37.1910168	"876_fibl_pilot_pos_sirius_956"	956	"CHEBI:22653"	"asparagine"	"2.79"	"3"	956
"C(C(C(=O)O)N)C(C(=O)O)N"	470	1	1	2	2	"0.6406365002381391"	-49.8151654113802	1	100.964751177609	"C5H10N2O4"	"[M + H]+"	"LOPLXECQBMXEBQ"	"InChI=1S/C5H10N2O4/c6-2(4(8)9)1-3(7)5(10)11/h2-3H,1,6-7H2,(H,8,9)(H,10,11)"	"4-aminoglutamic acid"	-6.5999999	"245936;10953828;10441979;11424849;53928265;122706308"	"PubChem:(245936 10953828 10441979 11424849 53928265 122706308);PubMed;Biocyc:(CPD-18972);ZINC bio:(ZINC13525354 ZINC71782699 ZINC71782700)"	10306	163.071243286133	81.717366	"4209_fibl_pilot_pos_sirius_4478"	4478	NA	NA	NA	NA	4478
"C(C(C(=O)O)N)C(C(=O)O)N"	518	1	1	2	2	"0.6095727227825609"	-50.3340110640562	1	120.106680022873	"C5H10N2O4"	"[M + H]+"	"LOPLXECQBMXEBQ"	"InChI=1S/C5H10N2O4/c6-2(4(8)9)1-3(7)5(10)11/h2-3H,1,6-7H2,(H,8,9)(H,10,11)"	"4-aminoglutamic acid"	-6.5999999	"245936;10953828;10441979;11424849;53928265;122706308"	"PubChem:(245936 10953828 10441979 11424849 53928265 122706308);PubMed;Biocyc:(CPD-18972);ZINC bio:(ZINC13525354 ZINC71782699 ZINC71782700)"	10306	163.071151733398	38.102838	"5044_fibl_pilot_pos_sirius_5322"	5322	NA	NA	NA	NA	5322
"C(C(C(=O)O)OP(=O)(O)O)S(=O)(=O)O"	1291	1	1	1	1	"0.379164196797398"	-135.867877892515	1	18.4929028238946	"C3H7O9PS"	"[M + Na]+"	"CABHHUMGNFUZCZ"	"InChI=1S/C3H7O9PS/c4-3(5)2(1-14(9,10)11)12-13(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H,9,10,11)"	"(R)-phosphosulfolactate"	-3	"656445;443249;5460422;21145205;45479393;45479394"	"PubChem:(656445 443249 5460422 21145205 45479393 45479394);CHEBI:(32896 15597);PubChem class - bio and metabolites;KEGG:(C11536);Plantcyc:(CPD-366);PubMed;Biocyc:(CPD-366 CPD-11801)"	16910690	272.943634033203	31.3816278	"1583_fibl_pilot_pos_sirius_1734"	1734	NA	NA	NA	NA	1734
"C(C(C(C(C(C(C(=O)O)O)O)O)O)N)O"	1561	1	1	1	1	"0.3336900350593129"	-76.0637076239042	1	12.829219995983	"C7H15NO7"	"[M - H2O + H]+"	"VPLLYEXGSJYTJP"	"InChI=1S/C7H15NO7/c8-2(1-9)3(10)4(11)5(12)6(13)7(14)15/h2-6,9-13H,1,8H2,(H,14,15)"	"null"	-6.5	"10977133;13036919"	"COCONUT:(CNP0335690);Natural Products:(UNPD156082);PubChem:(10977133 13036919)"	2129922	208.081817626953	112.420944	"4552_fibl_pilot_pos_sirius_4825"	4825	NA	NA	NA	NA	4825
"C(C(C(C(C(C(CO)O)O)O)N)O)C(=O)C(=O)O"	2335	1	1	2	2	"0.23690627951895096"	-147.172879204696	0.998994974874372	38.1065611253643	"C9H17NO8"	"[M - H2O + H]+"	"BQINXKOTJQCISL"	"InChI=1S/C9H17NO8/c10-6(3(12)1-4(13)9(17)18)8(16)7(15)5(14)2-11/h3,5-8,11-12,14-16H,1-2,10H2,(H,17,18)"	"5-amino-3,5-dideoxynon-2-ulosonic acid"	-6.69999981	"349961;5460034;15942884"	"COCONUT:(CNP0220942);Natural Products:(UNPD119839);PubChem:(349961 5460034 15942884);SuperNatural:(SN00346609);CHEBI:(27851 25505);PubMed;KEGG Mine"	8593113186	250.092399597168	108.87834	"4435_fibl_pilot_pos_sirius_4708"	4708	NA	NA	NA	NA	4708
"C(C(C(C(C(C=O)N)O)O)O)O"	842	1	1	1	2	"0.4849431423092396"	-33.5052635066622	1	77.7037481787686	"C6H13NO5"	"[M + H]+"	"FZHXIRIBWMQPQF"	"InChI=1S/C6H13NO5/c7-3(1-8)5(11)6(12)4(10)2-9/h1,3-6,9-12H,2,7H2"	"Manosamine"	-3.70000005	"91432;123961;318324;3034366;2794221;7015184;12171862;12171863;12172026;12172028;11593537;11687003;13726042;13726047;18594456;22806411;25167563;25167564;25167565;25788878;40484560;56845152;71774568;71306817;86306218;87228962;87356249;87881299;92148083;90477476;89860273;101915849;101915850;102601826;102602064;112756123;123736078;123883487;129629242;129643519;129716922;129736001;131632285;129774390;131854201;134692714;131977457"	"SuperNatural:(SN00156660 SN00227959);ZINC bio:(ZINC01995163 ZINC02508224 ZINC02556395 ZINC03650207 ZINC04353079 ZINC04353080 ZINC04353081 ZINC13507626);additional;MeSH:(123961 318324 2794221);PubMed;NORMAN:(NS00002826);COCONUT:(CNP0023247 CNP0148872);Natural Products:(UNPD43064);PubChem:(91432 123961 318324 3034366 2794221 7015184 12171862 12171863 12172026 12172028 11593537 11687003 13726042 13726047 18594456 22806411 25167563 25167564 25167565 25788878 40484560 56845152 71774568 71306817 86306218 87228962 87356249 87881299 92148083 90477476 89860273 101915849 101915850 102601826 102602064 112756123 123736078 123883487 129629242 129643519 129716922 129736001 131632285 129774390 131854201 134692714 131977457);YMDB Mine;CHEBI:(60313 28328 27503 20993);Training Set;KEGG Mine"	42953662566	180.086471557617	40.203687	"5159_fibl_pilot_pos_sirius_5440"	5440	NA	NA	NA	NA	5440
