	biodynamique_vs_conventional purely mineral fertilization_fold_change_log2	biodynamique_vs_conventional purely mineral fertilization_p_value
2-(Hydroxymethyl)-6-[4-(3-hydroxyprop-1-enyl)-2,6-dimethoxyphenoxy]oxane-3,4,5-triol	-0.199640298219645	0.104964396941918
Phenylethyl primeveroside	-0.0401774409438528	0.808501292877995
lysine	-0.112047106846035	0.274567566122376
adenine	-0.0400257362752019	0.738395368411452
glutamine	0.245234887031681	0.027589326836619
quinolin-4-ol	0.109973270068885	0.261126904151321
Palmitoyl Serinol	0.0792882621513525	0.492840027697138
Tetrahydroneopterin	0.0533125625659077	0.635841811282967
2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one	-0.0963617299146652	0.383019122061833
9H-xanthine	0.0458245161989654	0.725418473068366
methionine S-oxide	-0.0449710790755359	0.699604790551706
Tyrosyl-Proline	0.0225563459808416	0.858936012218661
Orientin 2''-rhamnoside	-0.076722635937994	0.613653601150272
salicylic acid	-0.161207575651027	0.0985397042401697
(8E)-2-Amino-8-octadecene-1,3,4-triol	-0.112741738381947	0.267479881289827
S-ethylhomocysteine	0.0854936396087663	0.377402397590895
theobromine	-0.0701440239727396	0.515873371932497
acetylagmatine	0.0119336419789619	0.906645852487038
(+)-4,11-Eudesmadien-3-one	-0.128376322097943	0.360320031157899
3-(1H-indol-3-yl)-2-(methylamino)propanoic acid	0.0727103744549514	0.548389253115901
N-Acetyl-leu-leu-leu-leu-leu-tyr-amide	0.061747936471211	0.61020247597109
N-acetyl-5-aminosalicylic acid	0.0958539569701638	0.389551376274166
4-Methoxy-1H-indole-3-carbaldehyde	0.111827706031002	0.471020842087838
phenylethanolamine	0.0205839289164533	0.845100419873434
catechin	-0.107638103440307	0.371545118055275
Tocopheronic acid	-0.00199021670776519	0.986777659276748
Asterric acid	-0.221672315761062	0.135696781084901
allocryptopine	-0.106915203916512	0.347450201330874
N-Carboxyacetyl-D-phenylalanine	0.13680237493922	0.100274620020246
2-Amino-1,3,4-octadecanetriol	-0.0434973091214734	0.615285892756565
tryptamine	0.0973207184069691	0.383683950979691
N-acetyldopamine	-0.102515667543889	0.407539376385443
pipecolic acid	0.281887997676834	0.0231870712178999
6'-Apiosyllotaustralin	0.149498273665234	0.221508136268865
2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine	0.220367427755758	0.0899045330265617
tryptophan	-0.0737197937018814	0.438633751543303
nicotinamide	0.145040118546112	0.18062363630176
1-Oleoylglycerophosphoserine	-0.0900922482684668	0.474906306072923
C17-sphinganine	0.151190847800921	0.20865954495457
Normetanephrine	0.306484926066871	0.0334902420597119
guanine	-0.0970898689715471	0.383403199943364
L-Glutathione (reduced)	0.0631262531290716	0.629348638258818
protopine	-0.153511146096225	0.187258017012557
7-Methyl-cholic acid	0.028992255542569	0.815136066787779
I(3)-Tocotrienol	0.0237005992346088	0.842348140613442
luteolin	-0.137273475172402	0.280388600530052
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyl-2-oxanyl)oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one	-0.150759479139425	0.316174159624124
[3-carboxy-2-(1-oxohexadecoxy)propyl]-trimethylammonium	0.0508252461038931	0.722018453599494
scopoletin	-0.15176508923755	0.243583591930683
Pyroglu-Asn-Lys	-0.0779024326752526	0.544397373494627
1,5-anhydro-1-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-6-yl]hexitol	-0.104827392831895	0.471740295030366
Quercetin-3-o-vicianoside	-0.106915203916512	0.347450201330874
2-(Acetylamino)hexanoic acid	-0.0942879590303741	0.386347419780055
Propanoylagmatine	0.186556503884222	0.210566019446673
7alpha,8alpha-Dihydroxycalonectrin	-0.0298024961181705	0.84862484507917
Corymboside	-0.0575700608850601	0.69880985236444
1-[1-(1-cyclopentyl-5-tetrazolyl)-2-methylpropyl]-4-(2-fluorophenyl)piperazine	0.0987607435761671	0.424567173595872
mesalamine	0.0938036287326288	0.423168015368239
methiin	0.132981069182525	0.180600039666263
octopamine	0.0380080445449564	0.721182805179457
glycerophosphatidylethanolamine	0.108009419652348	0.462617652536292
2,3-di(acetyloxy)-3-cyano-1-[1,2-di(acetyloxy)ethyl]propyl acetate	-0.172707969771863	0.155588940512435
LSM-4270	-0.0799837377010992	0.553287236991661
2,6-Nonadienoic acid	-0.0694833007565826	0.489204466842922
5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-3-yl 6-O-(6-deoxyhexopyranosyl)hexopyranoside	-0.0661460941550708	0.670308410294754
3,5-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-chromen-7-yl hexopyranoside	-0.0285963773457616	0.796589749047646
N-Acetylvanilalanine	0.115477217419936	0.307913068950034
trans-Cinnamoyl b-D-glucoside	-0.196199047465693	0.113347401947642
6-Deoxohomodolichosterone	-0.0146820219495737	0.914828598748967
3-Methyl-2-[[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methylamino]pentanoic acid	-0.101244404883954	0.367320931560193
7,11b-dihydro-6H-indeno[2,1-c][1]benzopyran-3,6a,9,10-tetrol	0.198173942299613	0.149194197644329
Pyrronamycin B	-0.0505163127349102	0.693490824980017
5-hydroxyindole	0.25832335442366	0.0241928914180713
biopterin	0.0602550362609317	0.532017551395535
Feruloylcholine	0.0717671925510765	0.547517729379091
p-hydroxyhippuric acid	0.0485615121621952	0.70241499986927
Diosmetin rutinoside	-0.130167108936163	0.40179353696671
3-aminoadipic acid	0.129024912984525	0.176321166228513
methionine	-0.077126838396143	0.481092278466298
ACar 18:0	0.180031993856745	0.128474726952861
Phenylalanyl-Threonine	0.116619848363624	0.319578985273356
1-[2-[[(3,4-difluoroanilino)-oxomethyl]amino]-2-methyl-1-oxopropyl]-4-piperidinecarboxylic acid ethyl ester	-0.129735875819785	0.213350392275453
2-(4-Ethenyl-2,5-dimethylhexa-2,5-dienoxy)-6-(hydroxymethyl)oxane-3,4,5-triol	0.0331387014222374	0.835553598136128
Pyroglu-trp-lys	-0.106915203916512	0.347450201330874
N-(4-aminobutyl)-3-(4-hydroxyphenyl)propanimidic acid	0.268459168296018	0.0210483909349752
1-(ethylamino)-3-[3-(ethylamino)-2-hydroxypropoxy]-2-propanol	-0.0459874818259398	0.685481040666134
2-(3-methylbut-2-enyl)-5-(2-methylbut-3-en-2-yl)cyclohexa-2,5-diene-1,4-dione	0.21906849795025	0.0882053237096849
ACar 13:0	0.0690652057067649	0.658602616847552
N-acetylhexosamine	0.214807516966815	0.228312824862469
Leucyl-leucine	-0.0681825662522405	0.521066481786743
2'-Hydroxyisoorientin	-0.128808129998198	0.425813080799029
L-N-(1H-Indol-3-ylacetyl)aspartic acid	0.0699557855440521	0.616086251548722
2-O-acetyl-trans-coutaric acid	-0.115017698601268	0.424550365203994
2-[2-(3,5-Dimethyl-2-oxo-cyclohexyl)-6-oxo-tetrahydro-pyran-4yl]-acetamide	-0.0266717763465398	0.840898728626138
gallic acid	0.242535256251163	0.035819126950233
3-Hydroxy 4-Methoxy Cinnamic acid	-0.187952764171219	0.138857913534071
4-pyridoxic acid	0.100141780732967	0.510146623754494
N-(tetradecanoyl)ethanolamine	-0.0749760972693429	0.215320114025218
N-(Ammonioacetyl)tyrosyltyrosylprolylthreonine	-0.0672365789962123	0.52189866283477
gamma-glutamylphenylalanine	-0.0462636505466703	0.690617722190009
3',4',5'-Trimethoxytricetin 7-[rhamnosyl-(1->6)-glucoside]	-0.214309090281365	0.0528744951721728
Aminochelin	0.0273090458380678	0.849156615496772
2-methyl-1H-indole	0.147310345128864	0.331619929435473
Quercetin 3-(2-galloylglucoside)	0.100596159080204	0.374976837198364
3,4-dihydroxyphenylethyleneglycol	-0.00610671200017597	0.953348240480839
gamma-L-Glutamyl-L-valine	-0.12253457305674	0.15685711288575
hexahomomethionine	0.115477217419936	0.307913068950034
asparagine	0.215045984549784	0.0804311879168852
