"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","biodynamique_vs_conventional purely mineral fertilization_p_value","biodynamique_vs_conventional purely mineral fertilization_p_value_minus_log10","biodynamique_vs_conventional purely mineral fertilization_fold_change","biodynamique_vs_conventional purely mineral fertilization_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescore","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","biodynamique","biodynamique.pval","conventional.purely.mineral.fertilization","conventional.purely.mineral.fertilization.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
272,"272_313.21_3.3","NA_[272_313.21_3.3]",313.209505533978,3.27785216701031,0.00136218134968151,2.8657650701596,1.24956327641007,0.321423959649189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04289657799086,0.00598802395209581,2.22024346304432,0.0239520958083832,2.92121674109264,0.00998003992015968,0.133635888817065,0.0818363273453094
356,"356_774.28_3.1","NA_[356_774.28_3.1]",774.279799144745,3.13184546666667,0.0216753285961372,1.66403430993445,1.26793138433075,0.342476674369882,"null",NA,NA,0.198159027890874,-306.247733335254,31.798964927919,1,"InChI=1S/C29H53NO20/c1-10-14(34)24(22(42)28(44-10)48-23-13(9-33)47-26(21(41)19(23)39)43-6-4-2-3-5-30)49-29-25(18(38)16(36)12(8-32)46-29)50-27-20(40)17(37)15(35)11(7-31)45-27/h10-29,31-42H,2-9,30H2,1H3","JEQUYZQUKNVPFK","C29H53NO20","[M + K]+","CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCCCCCN)CO)O)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)O","Shikimates and Phenylpropanoids","Phenylethanoids","Phenylethanoids (C6-C2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.177644710578842,0,0.744510978043912,1.00100150250438,0.213572854291417,0.00369230769230769,0.782435129740519
360,"360_533.34_4","NA_[360_533.34_4]",533.340407599121,3.96272167238095,0.00746841372780094,2.12677163144015,1.20668441029757,0.271048410780782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81677788976362,0.0379241516966068,2.11679206470079,0.0179640718562874,2.34634476878835,0.0199600798403194,0.10646884644767,0.125748502994012
418,"418_451.31_7.8","NA_[418_451.31_7.8]",451.313941955865,7.77017734351852,0.000621216755163564,3.20675683920081,1.32428155937074,0.405209890364675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.318243223151098,0.55688622754491,1.04122295728203,0.109780439121756,0.586602925008913,0.255489021956088,0.106724827219564,0.149700598802395
421,"421_227.18_2","N-(6-aminohexanoyl)-6-aminohexanoic acid_[421_227.18_2]",227.175434902376,1.99276284482759,0.0330032387800693,1.48144343844659,1.23407219238948,0.303426793641171,"nylon linear dimer","N-(6-aminohexanoyl)-6-aminohexanoic acid","CHEBI:49255",0.738504905361426,-47.2794356356459,40.1972196340574,1,"InChI=1S/C12H24N2O3/c13-9-5-1-3-7-11(15)14-10-6-2-4-8-12(16)17/h1-10,13H2,(H,14,15)(H,16,17)","IWENLYKHSZCPRD","C12H24N2O3","[M - H2O + H]+","C(CCC(=O)NCCCCCC(=O)O)CCN","Fatty acids","N-acyl amines","Fatty amides","226.168127944","InChI=1S/C12H22N2O2/c1-7(2)5-9-11(15)14-10(6-8(3)4)12(16)13-9/h7-10H,5-6H2,1-4H3,(H,13,16)(H,14,15)/t9-,10-/m0/s1","XWYXUMDVQIOAPR-UWVGGRQHSA-N","XWYXUMDVQIOAPR","CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O","C12H22N2O2","Cyclo(L-leucyl-L-leucyl)","http://www.wikidata.org/entity/Q27135732","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Dipeptides","Kandelia candel","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Malpighiales']","['Rhizophoraceae']","['Unknown']","['Kandelia']","['Kandelia candel']","nan","973786.0","http://www.wikidata.org/entity/Q3847237",1,0,0.497005988023952,0,0.520958083832335,0,0.449101796407186,0.0182666666666667,0.808383233532934
486,"486_183.09_2.9","NA_[486_183.09_2.9]",183.091869036977,2.88838379,0.00877275957229001,2.05686377282525,0.790377501706669,-0.339386214055583,"ditert-butyl(oxo)phosphanium",NA,NA,0.0885820225203772,-98.5374068101133,0.451550478231802,0.021105527638191,"InChI=1S/C8H18OP/c1-7(2,3)10(9)8(4,5)6/h1-6H3/q+1","QQSIRURWBGEHFS","C8H17OP","[M + Na]+","CC(C)(C)[P+](=O)C(C)(C)C","Fatty acids","Hydrocarbons","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4543070279052,0.0578842315369262,2.25426158864021,0.0139720558882236,1.87484500585287,0.0399201596806387,0.180468105406805,0.0259481037924152
604,"604_669.43_10","NA_[604_669.43_10]",669.434042595008,10.0229471876923,0.0202098019056282,1.69443794337308,0.846673157601413,-0.240122943404651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57972140208568,0.06187624750499,1.47728882471814,0.0778443113772455,1.63731238737487,0.0658682634730539,0.080223847525024,0.169660678642715
649,"649_248.15_2.7","NA_[649_248.15_2.7]",248.151094467329,2.68156953063063,0.0364167569222539,1.43869873271688,0.84852756075296,-0.23696657464109,"Peramine",NA,NA,0.168948254061788,-224.109100031575,24.48041034339,1,"InChI=1S/C12H17N5O/c1-16-9(4-2-6-15-12(13)14)8-17-7-3-5-10(17)11(16)18/h3,5,7-8H,2,4,6H2,1H3,(H4,13,14,15)","GQWWGRUJOCIUKI","C12H17N5O","[M + H]+","CN1C(=CN2C=CC=C2C1=O)CCCN=C(N)N","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.463073852295409,-1.00100150250438,0.790419161676647,-1.00100150250438,0.738522954091816,0.0213028571428571,0.916167664670659
664,"664_408.22_1.9","NA_[664_408.22_1.9]",408.223780776652,1.9265017,0.0453638424176528,1.34329016685526,1.19314773809752,0.254772691670445,"(2S,3S,4R,5S,6S)-2-[(2R,3R,4S,5R,6R)-4-amino-2-hex-5-enoxy-5-hydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-methyloxane-3,4,5-triol",NA,NA,0.128419922926871,-264.490588090499,34.510537598802,1,"InChI=1S/C18H33NO9/c1-3-4-5-6-7-25-18-16(11(19)13(22)10(8-20)27-18)28-17-15(24)14(23)12(21)9(2)26-17/h3,9-18,20-24H,1,4-8,19H2,2H3","YOPOZTVIGUPNDQ","C18H33NO9","[M + H]+","CC1C(C(C(C(O1)OC2C(C(C(OC2OCCCCC=C)CO)O)N)O)O)O","Amino acids and Peptides","Dipeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.514970059880239,0,0.499001996007984,0,0.457085828343313,0.00677922077922078,0.966067864271457
665,"665_235.14_2.8","N-(4-Aminobutyl)-3-(4-hydroxyphenyl)prop-2-enamide_[665_235.14_2.8]",235.143953403015,2.7858100875,0.0334251489093723,1.47592664927541,1.17479133206709,0.23240452621466,"p-Coumaroylputrescine","N-(4-Aminobutyl)-3-(4-hydroxyphenyl)prop-2-enamide","CHEBI:182610",0.792997510555261,-68.5786908521659,62.1741375462455,1,"InChI=1S/C13H18N2O2/c14-9-1-2-10-15-13(17)8-5-11-3-6-12(16)7-4-11/h3-8,16H,1-2,9-10,14H2,(H,15,17)","CJHDBEPXEKGBDW","C13H18N2O2","[M + H]+","C1=CC(=CC=C1C=CC(=O)NCCCCN)O","Amino acids and Peptides","Cinnamic acid amides","Phenylpropanoids (C6-C3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57532347087875,0.0359281437125748,0.301538758438308,0.315369261477046,1.49795115889501,0.0578842315369262,0.0734898412698412,0.199600798403194
692,"692_389.22_2.5","2-(hydroxymethyl)-6-[(e)-4-(1,2,4-trihydroxy-2,6,6-trimethylcyclohexyl)but-3-en-2-yl]oxyoxane-3,4,5-triol_[692_389.22_2.5]",389.216468031239,2.51020723333333,0.04140294116102,1.38296880659332,0.832006499093075,-0.265333297082618,"Bridelionoside B","2-(hydroxymethyl)-6-[(e)-4-(1,2,4-trihydroxy-2,6,6-trimethylcyclohexyl)but-3-en-2-yl]oxyoxane-3,4,5-triol","CHEBI:189463",0.245659594084002,-38.4110048521227,100.724281288135,1,"InChI=1S/C19H34O9/c1-10(27-16-15(24)14(23)13(22)12(9-20)28-16)5-6-19(26)17(2,3)7-11(21)8-18(19,4)25/h5-6,10-16,20-26H,7-9H2,1-4H3","XZRJEYQBLXDNNU","C19H34O9","[M - H2O + H]+","CC(C=CC1(C(CC(CC1(C)O)O)(C)C)O)OC2C(C(C(C(O2)CO)O)O)O","Terpenoids","Megastigmanes","Apocarotenoids","388.209717984","InChI=1S/C19H32O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h7,11,13-17,20,22-25H,5-6,8-9H2,1-4H3","CZYPGTRKJFYXLT-UHFFFAOYSA-N","CZYPGTRKJFYXLT","CC1=CC(=O)CC(C)(C)C1(O)CCC(C)OC1OC(CO)C(O)C(O)C1O","C19H32O8","4-Hydroxy-3,5,5-trimethyl-4-[3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybutyl]cyclohex-2-en-1-one","http://www.wikidata.org/entity/Q104665544","Terpenoids","Apocarotenoids","nan","nan","nan","Euphorbia helioscopia","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Malpighiales']","['Euphorbiaceae']","['Euphorbieae']","['Euphorbia']","['Euphorbia helioscopia']","nan","46554.0","http://www.wikidata.org/entity/Q148889",7,1.26693979201741,0.101796407185629,1.11770631425114,0.0998003992015968,1.45493168662889,0.0698602794411178,0.044366162464986,0.287425149700599
698,"698_532.32_3.1","NA_[698_532.32_3.1]",532.321673584863,3.131399276,0.034905988834575,1.45710005456873,1.24544657446115,0.316663136060397,"null",NA,NA,0.0639338372801276,-439.829108706292,15.0031750643511,0.014572864321608,"InChI=1S/C29H43N5O3/c1-2-3-12-25(35)13-7-11-23(16-15-22-9-5-4-6-10-22)17-18-26(34-27-14-8-19-32-27)24(20-28(36)37)21-33-29(30)31/h4-6,8-10,14-16,19-20,23,25-26,32,34-35H,2-3,7,11-13,17-18,21H2,1H3,(H,36,37)(H4,30,31,33)","TVYCCPPOTHNJCR","C29H43N5O3","[M + Na]+","CCCCC(CCCC(CCC(C(=CC(=O)O)CN=C(N)N)NC1=CC=CN1)C=CC2=CC=CC=C2)O","Amino acids and Peptides","Tripeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7624750499002,0,0.734530938123752,0,0.664670658682635,0,1
708,"708_146.17_0.8","spermidine_[708_146.17_0.8]",146.165283701439,0.774432968086956,0.0344014337777387,1.46342345659173,0.83764058626819,-0.255596747903656,"Spermidin","spermidine","CHEBI:16610",0.495512847562813,-2.51218509344148,44.705745059053,1,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY","C7H19N3","[M + H]+","C(CCNCCCN)CN","Alkaloids","Polyamines","Ornithine alkaloids","145.15789760799998","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY-UHFFFAOYSA-N","ATHGHQPFGPMSJY","NCCCCNCCCN","C7H19N3","Spermidine","http://www.wikidata.org/entity/Q418834","Alkaloids","Ornithine alkaloids","Amino acids and Peptides","Small peptides","Aminoacids","Bombyx mori","['Eukaryota']","['Metazoa']","['Arthropoda']","['Insecta']","['Lepidoptera']","['Bombycidae']","['Unknown']","['Bombyx']","['Bombyx mori']","nan","440274.0","http://www.wikidata.org/entity/Q134747",4,0.128038978949756,0.417165668662675,0,0.520958083832335,0.0743298252878691,0.431137724550898,0.049015944055944,0.407185628742515
