	biodynamique_vs_conventional purely mineral fertilization_fold_change_log2	biodynamique_vs_conventional purely mineral fertilization_p_value
3-methoxytyramine	0.154708679515494	0.374683049117833
palmitoyl ethanolamide	0.0583986296348813	0.727430796627487
n-Dimethylarginine	0.306539036459564	0.0606834457678358
1-methyl-1,2,3,4-tetrahydroisoquinoline-6,7-diol	0.113037491540067	0.571028448783994
N-hexadecanoylglycine	0.0532253611473537	0.73086119559802
2-hydroxy-N-[[4-[(1-methyl-2-imidazolyl)thio]-3-nitrophenyl]methylideneamino]benzamide	0.29687911357427	0.0700599227098983
3-alpha-Mannobiose	-0.422092313022168	0.00133842257404516
4-hydroxy-3-methoxycinnamoylagmatine	0.426602302553948	0.00414943710190583
1,3-bis(6-isocyanatohexyl)-1,3-diazetidine-2,4-dione	0.431410079528758	0.0018102745860947
bis(2-ethylhexyl) adipate	-0.139908378399916	0.232299470789626
glycyl-DL-phenylalanine	0.177952352783928	0.327244048640618
N-(4-Aminobutyl)-3-(3,4-dihydroxyphenyl)prop-2-enamide	0.1266595437253	0.472516218215995
Terragine D	0.146789224446692	0.478872169122648
3-hydroxy-5,5,8a-trimethyl-3,4,4a,6,7,8-hexahydronaphthalene-2-carboxylic acid	0.205398083532507	0.312192946732006
N-undecanoylglycine	0.269642525795427	0.11697595328805
carveol	-0.128490216062731	0.411166706970886
l-Norvaline, N-(2-methoxyethoxycarbonyl)-, undecyl ester	0.165821496765803	0.370834385853609
N-acetylphenylalanine	0.192645077942396	0.337049057953584
AAL Toxin TA2	0.0947461142502156	0.647709184065274
metribuzin	0.629701814233313	0.000523009354806771
2-aminohexanoic acid	0.324805727120418	0.0655327393376741
alanyl-leucine	0.448967214355371	0.00375465499779287
2-amino-1,3,4-tetradecanetriol	-0.102525115420671	0.583229910041015
methyl 3-(3,4-dihydroxy-5-phenyloxolan-2-yl)-3-hydroxypropanoate	-0.192645077942396	0.337049057953584
(+)-N-Acetylmuramic acid	0.192645077942396	0.337049057953584
pyributicarb	0.192645077942396	0.337049057953584
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one	0.00248743584065106	0.987771525907952
santacruzamate A	0.566439644740047	0.000650775537656791
2-hydroxy-4-(methylthio)butanoic acid	-0.144500070074306	0.424413567463046
3,4-dimethylindole-2-carboxylic acid	-0.0874693095023523	0.648887158195088
3,4,5-trihydroxy-6-{[3-(4-methoxy-1-benzofuran-5-yl)-3-oxopropanoyl]oxy}oxane-2-carboxylic acid	0.192645077942396	0.337049057953584
Diterpene deriv 329	-0.00397104800547387	0.98402041297813
2-phenylethylamine	0.0146372169398766	0.944875108699608
lombricine	0.134487107693193	0.476941679471527
tridecanedioic acid	-0.00797282281726846	0.962281058311095
Kukoamine A	0.146821639859426	0.412125326978953
Acetyl tributyl citrate	-0.293375020601225	0.0337106079345972
2-[[3-(3,4-dimethoxyphenyl)-1-oxoprop-2-enyl]amino]benzoic acid	0.0358126042722184	0.870041348365375
citric acid	-0.396921649822025	0.0196508806780373
1-[3-methyl-2-[2-(methylamino)propanoylamino]pentanoyl]-N-(1,2,3,4-tetrahydronaphthalen-1-yl)pyrrolidine-2-carboxamide	0.0418140440581712	0.812423558130017
4-[5-(4-methoxyphenyl)-1,2,4-oxadiazol-3-yl]benzoic acid	-0.192645077942396	0.337049057953584
D-Linalool 3-(6''-malonylglucoside)	-0.161919666662073	0.305360015758152
2-[5-[2-[2-[5-(2-Hydroxybutyl)oxolan-2-yl]propanoyloxy]butyl]oxolan-2-yl]propanoic acid	0.192645077942396	0.337049057953584
5-(2-{[2-(2-ethoxyphenoxy)ethyl]amino}propyl)-2-methoxybenzenesulfonamide	0.192645077942396	0.337049057953584
N-Nitrosothiazolidine-4-carboxylic acid	-0.274164027671551	0.0727026072387509
5-Hydroxytryptophol	0.135438624485032	0.387728873477344
monoethyl phthalate	0.194890592257483	0.315958058482477
2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol	-0.268373182017306	0.208813135417557
Oxytetracycline Impurity A	0.285150081955076	0.0648028693409487
glutamic acid	-0.18841644132838	0.0991397461446558
beta-D-Ribofuranose, 1-(6-amino-9H-purin-9-yl)-1-deoxy-5-S-methyl-5-thio-	-0.446979869112187	0.0157314309329802
5-[6-(cyclohexylamino)-9-purinyl]-2-(hydroxymethyl)-4-methoxy-3-oxolanol	0.0688998459816311	0.704909086020001
9,10-dihydroxyoctadecanoic acid	-0.190597366091488	0.337188286708223
Pentacosanoylglycine	-0.347157787098035	0.0743378905593114
(-)-11-Hydroxy-9,15,16-trioxooctadecanoic acid	-0.00425911873987356	0.981323289147965
9,10,18-trihydroxyoctadecanoic acid	0.0444487331123471	0.823249487579825
4-[4-[[[1-(2-methylpropyl)-3-pyrrolidinyl]methylamino]-oxomethyl]-3-oxo-1H-isoindol-2-yl]-1-piperidinecarboxylic acid ethyl ester	0.192645077942396	0.337049057953585
Jasmolone glucoside	-0.157557839536938	0.327243678357279
(RS)-norcoclaurine	-0.180027122117891	0.367362844997411
N,N-bis(2-hydroxyethyl)dodecanamide	-0.0330403373130057	0.842213089569098
tyramine	0.131452469385627	0.485926382466299
gamma-decalactone	-0.0262258802962489	0.885109202635244
feruloyl-3-methoxytyramine glycoside	0.210412592002153	0.241407831233482
2-[[6-amino-2-(4-methoxyanilino)-5-nitro-4-pyrimidinyl]amino]ethanol	-0.340492629513522	0.148686057910301
(2-{[3-(3,4-dihydroxy-5-methoxyphenyl)prop-2-enoyl]oxy}ethyl)trimethylazanium	0.294619242467828	0.164597381024714
3',5'-di-O-methyltricetin	0.2918320274903	0.179035955013604
bis(2-ethylhexyl) phthalate	-0.141582721388232	0.237515281459145
4-hydroxytolbutamide	-0.143897663431295	0.474483464884292
sinapine	0.213947692637374	0.208257404891487
13-Dodecan-2-yl-6-(1-hydroxyethyl)-3-(hydroxymethyl)-12-methyl-9-propan-2-yl-1-oxa-4,7,10-triazacyclotridecane-2,5,8,11-tetrone	0.398810547212115	0.0363254843296776
2-aminopimelic acid	0.132008086332418	0.480026501134769
octadecanamide	-0.249375818166404	0.100256913743015
3,7,8,15-Scirpenetetrol	0.0454106263164926	0.836359761651171
7,11b-dihydro-6H-indeno[2,1-c][1]benzopyran-3,6a,9,10-tetrol	-0.192645077942396	0.337049057953584
ACar 14:1	-0.187234748180092	0.341333890011399
dodecanedioic acid	-0.159874893485715	0.306563463343291
L-DOPA 3'-glucoside	0.460638443755454	0.00197999449408396
hexaethylene glycol	0.265138877078055	0.139478274594623
(R,S)-Scoulerine	0.192645077942396	0.337049057953584
SPB 17:1;2O	-0.308409990444483	0.013180537473181
N-Acetyl-Valine	0.0654148360291048	0.71398663477394
H-gamma-Glu-Tyr-OH	0.321932695123018	0.13430355788083
8-oxo-9,11-octadecadiynoic acid	0.245636362485505	0.135590420592517
Culpin	0.0555719989104911	0.774304499125838
N-[4-[(4,6-dimethyl-2-pyrimidinyl)sulfamoyl]phenyl]-2-nitrobenzamide	0.283191387963911	0.0883903401689677
avobenzone	-0.182098608817161	0.353704205831473
1,4'-bipiperidine-1'-carboxylic acid	0.41785468611764	0.0420110421280749
Pestalotionol	-0.161733730791046	0.380826189610151
N-methylnicotinic acid	0.069477380528347	0.698113772876191
serotonin	0.188671549267988	0.238691164287334
diethyl phthalate	0.203514346596789	0.29277116508851
dodecanamide	-0.164672046404237	0.332272473876262
hypoxanthine	0.101423507807823	0.486812885760879
epinine	-0.131809262025436	0.518043152268389
histidine	0.363450858614511	0.0406204265495183
Norchelerythrine	0.192645077942396	0.337049057953584
1-(4,6-dimethoxy-2-pyrimidinyl)-3-(2-methoxyethyl)thiourea	0.0467165869484292	0.812742817656246
p-coumaroylagmatine	0.414831930424166	0.00724255077314628
1-(2-Hydroxyphenylamino)-1-deoxy-beta-D-gentiobioside 1,2-carbamate	0.0720868954139408	0.724010746976825
Valyl-Proline	0.236225385543821	0.151745867003264
N-(6-aminohexanoyl)-6-aminohexanoic acid	0.190005672821322	0.329188195357088
Arphamenine B	0.496467239758406	0.000549882005959934
h-gamma-Glu-leu-oh	0.214729538020942	0.254560283934433
3-Hydroxy-10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,3,4,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-7-one	-0.160994358439287	0.286569087164037
N-malonyltryptophan	0.462393516085303	0.0015955486257422
1,10,11-Trihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	0.261948057441763	0.102683351103498
sulforaphane	-0.0803045129047205	0.661194018578445
3',4',5,7-tetrahydroxy-3-methoxyflavone	0.0828700081162937	0.702841308971844
[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 3,4,5-trihydroxybenzoate	0.240179560248225	0.164425329676461
4-(trimethylammonio)butanoic acid	-0.0413464645020821	0.784138056501106
catechin	0.192645077942396	0.337049057953584
N-acetyltyramine	-0.00707033202336896	0.972076688338915
agmatine	0.25027749004579	0.148183475180317
cyclopentolate	0.192645077942396	0.337049057953585
2,4-dihydroxybenzaldehyde	-0.268261957185369	0.114913707504509
2,3-di(acetyloxy)-3-cyano-1-[1,2-di(acetyloxy)ethyl]propyl acetate	-0.369956112068885	0.0937441274854213
N-Acetyl-proline	0.227744540540209	0.195989424887442
Methylone	-0.228709798442098	0.226019661997506
apigenin	0.313858713752158	0.137135017396839
indole-3-carbaldehyde	0.125893124486417	0.47565920947825
2-(Hydroxymethyl)-6-[4-(3-hydroxyprop-1-enyl)-2,6-dimethoxyphenoxy]oxane-3,4,5-triol	-0.0897427661488808	0.597676780728726
Phenylethyl primeveroside	-0.0635233614917791	0.703792465515574
lysine	0.314614501859685	0.0668287130606773
adenine	0.166965269955022	0.355896086644494
glutamine	0.41589094562666	0.0197742166925988
quinolin-4-ol	0.337132114475936	0.0320846722963196
Tetrahydroneopterin	-0.225482911189372	0.153904505148628
2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one	0.260238004613314	0.137247598563318
9H-xanthine	-0.0406555932833793	0.79444211768342
methionine S-oxide	-0.135997924732337	0.388118427913329
Tyrosyl-Proline	0.120277725996191	0.526242627416496
Orientin 2''-rhamnoside	-0.443791604163855	0.000541410122999716
salicylic acid	-0.0999033436195077	0.558616259967897
(8E)-2-Amino-8-octadecene-1,3,4-triol	-0.182368805026213	0.171157175345614
S-ethylhomocysteine	-0.000966026794456091	0.995754421843898
theobromine	0.341082252124673	0.0787267257404871
acetylagmatine	0.243320969466485	0.0979913678068398
(+)-4,11-Eudesmadien-3-one	-0.23884673594016	0.177274768287651
N-Acetyl-leu-leu-leu-leu-leu-tyr-amide	-0.243472907417723	0.201885761198311
phenylethanolamine	0.290952963891207	0.0799076456384467
Tocopheronic acid	0.11387793047203	0.534604015909177
5,7-dihydroxy-4'-methoxyflavone	-0.200027504609656	0.300757632285462
N-Carboxyacetyl-D-phenylalanine	-0.0854302892966846	0.543884654204219
2-Amino-1,3,4-octadecanetriol	-0.273835017428586	0.113756939129119
HMBOA-Glc	-0.252480340090838	0.115724128529605
tryptamine	-0.219274434572283	0.21913856345875
N-acetyldopamine	0.0287398948626759	0.865563403188977
pipecolic acid	0.148426876756514	0.415177167895183
Camelinin	-0.192645077942396	0.337049057953584
2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine	-0.20711382243148	0.260104126281722
tryptophan	0.555998286652994	0.00133945335792773
nicotinamide	0.00502512461781561	0.974978390634242
1-Oleoylglycerophosphoserine	0.192645077942396	0.337049057953584
Normetanephrine	0.320473091088908	0.0918624514007915
guanine	0.229331378400079	0.17562122463209
L-Glutathione (reduced)	-0.1715991365094	0.245652993878636
protopine	0.109295946079531	0.580807407170788
I(3)-Tocotrienol	0.259868760791519	0.135452848194997
luteolin	0.192645077942396	0.337049057953584
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyl-2-oxanyl)oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one	-0.416824203492034	0.00191262165962298
[3-carboxy-2-(1-oxohexadecoxy)propyl]-trimethylammonium	0.0510916896560341	0.830892140266125
scopoletin	0.212482797730159	0.271668272594487
Pyroglu-Asn-Lys	-0.00931500207487306	0.955735039709296
1,5-anhydro-1-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-6-yl]hexitol	-0.05425139515404	0.75854636678588
Quercetin-3-o-vicianoside	-0.511536204231369	0.000299027420356612
2-(Acetylamino)hexanoic acid	-0.16146197401378	0.312168109413236
Propanoylagmatine	0.212189598406809	0.258516366120752
7alpha,8alpha-Dihydroxycalonectrin	-0.156994907747307	0.299420692668318
6-{[5-(p-nitrophenoxy)-5-oxopentanoyl]amino}hexanoic acid	0.551466622004999	0.00828251525750143
Corymboside	0.0283584922403686	0.901897553537375
1-[1-(1-cyclopentyl-5-tetrazolyl)-2-methylpropyl]-4-(2-fluorophenyl)piperazine	0.161140716025213	0.270188228342652
mesalamine	0.0687258769826801	0.60692256502241
[1-[1-[[5-(2-methylpropyl)-1H-pyrazol-3-yl]-oxomethyl]-4-piperidinyl]-4-piperidinyl]-(4-morpholinyl)methanone	-0.192645077942396	0.337049057953584
methiin	-0.234746252548608	0.110021831317133
octopamine	0.377196446132079	0.0338753457990976
glycerophosphatidylethanolamine	-0.0587583307412423	0.745319657213207
2,6-Nonadienoic acid	-0.0158864119239385	0.921621941197373
5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-3-yl 6-O-(6-deoxyhexopyranosyl)hexopyranoside	-0.573104141474025	4.39350059496319e-05
3,5-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-chromen-7-yl hexopyranoside	0.219055152724966	0.266490412729185
trans-Cinnamoyl b-D-glucoside	-0.192645077942396	0.337049057953584
N-Acetylvanilalanine	-0.346249421611187	0.0480451693426107
DIMBOA-Glc	0.497658647954771	0.00137378572548143
6-Deoxohomodolichosterone	0.100345558909768	0.458233867496189
N-cis-Caffeoyltyramine	0.295136274227575	0.0854744381515851
SPB 16:1;2O	-0.159929668210336	0.273744755563672
N-lactoyl-Tyrosine	-0.0897451507776882	0.675871377228639
3-Methyl-2-[[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methylamino]pentanoic acid	-0.130815468198907	0.503090350805808
Pyrronamycin B	-0.219046943469455	0.156036711944043
Phenylbutyrylglutamine	-0.161542812600541	0.413432328500814
N,N'-Diacetyl-lysine	-0.192645077942396	0.337049057953584
5-hydroxyindole	0.378665428627863	0.0281724145956419
biopterin	-0.0635551066992983	0.72308543631479
Feruloylcholine	0.168612481056633	0.344134914716413
p-hydroxyhippuric acid	0.192645077942396	0.337049057953584
6'-Apiosyllotaustralin	-0.247376075920292	0.105078358598043
3-aminoadipic acid	0.0751863290861354	0.648905788687889
methionine	-0.15063593791929	0.404859981154138
3-(3,4-dimethoxyphenyl)-2-propenoic acid [2-(2-furanylmethylamino)-2-oxoethyl] ester	-0.0759154852902946	0.651810157406755
Phenylalanyl-Threonine	0.225472474233493	0.237565861200663
2-(4-Ethenyl-2,5-dimethylhexa-2,5-dienoxy)-6-(hydroxymethyl)oxane-3,4,5-triol	-0.00456443593547883	0.975541907310527
Pyroglu-trp-lys	0.118533492851292	0.51305921531562
4',5,7-trihydroxy-3'-methoxyflavone	-0.112110010625094	0.573941763583079
N-(4-aminobutyl)-3-(4-hydroxyphenyl)propanimidic acid	0.296862146660573	0.0600883226875251
1-(ethylamino)-3-[3-(ethylamino)-2-hydroxypropoxy]-2-propanol	0.274543105912702	0.0853222725152635
2-(3-methylbut-2-enyl)-5-(2-methylbut-3-en-2-yl)cyclohexa-2,5-diene-1,4-dione	-0.0779834905945365	0.621626544365952
ACar 13:0	0.00470186906630428	0.979376966388834
Leucyl-leucine	0.24389792021137	0.192695752573761
gallic acid	0.0876945102848094	0.663470607753664
3-Hydroxy 4-Methoxy Cinnamic acid	0.025664064429926	0.888180211232686
4-pyridoxic acid	-0.119436616280056	0.561465204000571
N-(tetradecanoyl)ethanolamine	0.0148049893111626	0.921675929694673
N-(Ammonioacetyl)tyrosyltyrosylprolylthreonine	-0.256465294060111	0.105141003503433
gamma-glutamylphenylalanine	0.327156395244566	0.10172696398451
vanillic acid	-0.349804460993757	0.0371381485443176
Aminochelin	0.0197284614214003	0.909790320995627
2-methyl-1H-indole	0.166915073210593	0.402848647405921
1,5-anhydro-1-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-6-yl]hexitol	-0.23174462356526	0.101148793431406
3,4-dihydroxyphenylethyleneglycol	-0.347856169178259	0.0222391510735939
gamma-L-Glutamyl-L-valine	-0.0434766683733229	0.760547781667968
hexahomomethionine	-0.192645077942396	0.337049057953584
asparagine	0.323048460765012	0.0631771163314707
octadec-17-ynoic acid	-0.100603714103294	0.612237464058721
2-aminooctadecane-1,3-diol	-0.233342861778498	0.183241029932342
