#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
4605	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.990191	0	0	7916430.0	4575000.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4605	-1	GNPS-NIST14-MATCHES.mgf	6.17697				6	0	0.00100708	163.039	0	CCMSLIB00003135999
1419	spectra_filtered.mgf	*..*		:916	50157	-1	0	166.086	1	0.990072	0	0	108.7	19916000.0	PHENYLALANINE M+H	MONA	temp/spectra_filtered.mgf1419	-1	MONA.mgf	1.83746				6	0	0.000305176	166.086	0	CCMSLIB00006679186
1655	spectra_filtered.mgf	*..*		:154	3126	-1	0	182.081	1	0.990064	0	0	51351600.0	743200.0	Spectral Match to L-Tyrosine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1655	-1	GNPS-NIST14-MATCHES.mgf	1.17323				7	0	0.000213623	182.081	0	CCMSLIB00003137613
54	spectra_filtered.mgf	*..*		:876	1322	-1	0	168.102	1	0.989697	0	0	90885100.0	4132900.0	4-(2-Aminoethyl)-2-methoxyphenol CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf54	-1	BERKELEY-LAB.mgf	0.0				6	0	0.0	168.102	0	CCMSLIB00010103310
2541	spectra_filtered.mgf	*..*		:4100	55224	-1	0	258.11	1	0.989654	0	0	114.7	1373000.0	SN-GLYCERO-3-PHOSPHOCHOLINE M+H	MONA	temp/spectra_filtered.mgf2541	-1	MONA.mgf	1.06411				6	0	0.000274658	258.11	0	CCMSLIB00006684253
4802	spectra_filtered.mgf	*..*		:3229	14173	-1	0	181.05	1	0.989608	0	0	393514000.0	4521000.0	Caffeic Acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf4802	-1	GNPS-LIBRARY.mgf	3.87685				9	0	0.000701904	181.049	0	CCMSLIB00012176438
5136	spectra_filtered.mgf	*..*		:9146	9592	-1	0	177.055	1	0.98944	0	0	45811500.0	6934000.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf5136	-1	BERKELEY-LAB.mgf	2.24071				7	0	0.000396729	177.055	0	CCMSLIB00010111580
2963	spectra_filtered.mgf	*..*		:3229	14173	-1	0	181.05	1	0.98943	0	0	393514000.0	5860000.0	Caffeic Acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2963	-1	GNPS-LIBRARY.mgf	1.68559				9	0	0.000305176	181.05	0	CCMSLIB00012176438
3622	spectra_filtered.mgf	*..*		:3229	14173	-1	0	181.05	1	0.98943	0	0	393514000.0	5860000.0	Caffeic Acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3622	-1	GNPS-LIBRARY.mgf	2.19126				9	0	0.000396729	181.05	0	CCMSLIB00012176438
4671	spectra_filtered.mgf	*..*		:3184	14174	-1	0	163.04	1	0.989421	0	0	122477000.0	2619800.0	Caffeic Acid M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf4671	-1	GNPS-LIBRARY.mgf	6.73843				8	0	0.00109863	163.039	0	CCMSLIB00012176439
480	spectra_filtered.mgf	*..*		:79	3227	-1	0	138.055	1	0.98937	0	0	135985000.0	931000.0	Trigonelline M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf480	-1	GNPS-LIBRARY.mgf	0.0				7	0	0.0	138.055	0	CCMSLIB00003142437
4465	spectra_filtered.mgf	*..*		:3229	14173	-1	0	181.05	1	0.989284	0	0	393514000.0	1925000.0	Caffeic Acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf4465	-1	GNPS-LIBRARY.mgf	2.19126				8	0	0.000396729	181.05	0	CCMSLIB00012176438
3013	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.989257	0	0	7916430.0	5143000.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3013	-1	GNPS-NIST14-MATCHES.mgf	5.52183				6	0	0.000900269	163.039	0	CCMSLIB00003135999
947	spectra_filtered.mgf	*..*		:1708	179	-1	0	195.065	1	0.988953	0	0	17421400.0	1678600.0	Ferulic acid M+H	TUEBINGEN-NATURAL-PRODUCT-COLLECTION	temp/spectra_filtered.mgf947	-1	TUEBINGEN-NATURAL-PRODUCT-COLLECTION.mgf	1.56448				6	0	0.000305176	195.065	0	CCMSLIB00011906145
5100	spectra_filtered.mgf	*..*		:8	900	-1	0	187.155	1	0.988918	0	0	202.07	826300.0	C3:0_Agmatine [M+H]+	CMMC-LIBRARY	temp/spectra_filtered.mgf5100	-1	CMMC-LIBRARY.mgf	2.11979				8	0	0.000396729	187.155	0	CCMSLIB00012471914
3438	spectra_filtered.mgf	*..*		:45867	45867	-1	0	181.122	1	0.988893	0	0	317.344	600600.0	15356-74-8 [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf3438	-1	MSNLIB-POSITIVE.mgf	1.68492				9	0	0.000305176	181.122	0	CCMSLIB00012359637
4547	spectra_filtered.mgf	*..*		:3184	14174	-1	0	163.04	1	0.988838	0	0	122477000.0	33607000.0	Caffeic Acid M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf4547	-1	GNPS-LIBRARY.mgf	6.0833				8	0	0.000991821	163.039	0	CCMSLIB00012176439
2721	spectra_filtered.mgf	*..*		:3184	14174	-1	0	163.04	1	0.988838	0	0	122477000.0	33607000.0	Caffeic Acid M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf2721	-1	GNPS-LIBRARY.mgf	6.0833				8	0	0.000991821	163.039	0	CCMSLIB00012176439
1585	spectra_filtered.mgf	*..*		:3546	4227	-1	0	205.195	1	0.988806	0	0	936532.0	1034000.0	Spectral Match to (-)-Isolongifolol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1585	-1	GNPS-NIST14-MATCHES.mgf	0.446174				9	0	9.15527e-05	205.195	0	CCMSLIB00003138714
5369	spectra_filtered.mgf	*..*		:9146	9592	-1	0	177.055	1	0.988194	0	0	45811500.0	3298300.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf5369	-1	BERKELEY-LAB.mgf	1.63744				7	0	0.000289917	177.055	0	CCMSLIB00010111580
787	spectra_filtered.mgf	*..*		:9146	9592	-1	0	177.055	1	0.988194	0	0	45811500.0	3298300.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf787	-1	BERKELEY-LAB.mgf	1.63744				7	0	0.000289917	177.055	0	CCMSLIB00010111580
3281	spectra_filtered.mgf	*..*		:1666	50907	-1	0	298.097	1	0.98801	0	0	109.2	594400.0	5'-METHYLTHIOADENOSINE M+H	MONA	temp/spectra_filtered.mgf3281	-1	MONA.mgf	0.614248				6	0	0.000183105	298.097	0	CCMSLIB00006679936
540	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.988001	0	0	7916430.0	7829200.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf540	-1	GNPS-NIST14-MATCHES.mgf	5.52183				6	0	0.000900269	163.039	0	CCMSLIB00003135999
5015	spectra_filtered.mgf	*..*		:342	3219	-1	0	268.104	1	0.98782	0	0	15097700.0	2108400.0	Spectral Match to Adenosine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5015	-1	GNPS-NIST14-MATCHES.mgf	0.0				7	0	0.0	268.104	0	CCMSLIB00003137706
4418	spectra_filtered.mgf	*..*		:14376	14822	-1	0	175.123	1	0.987403	0	0	299962000.0	1954600.0	3-(2-Methylaminoethyl)indole CollisionEnergy:205060 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf4418	-1	BERKELEY-LAB.mgf	1.74264				6	0	0.000305176	175.123	0	CCMSLIB00010116810
5215	spectra_filtered.mgf	*..*		:210	1215	-1	0	136.076	1	0.987325	0	0	12197500.0	649900.0	Spectral Match to DL-Octopamine from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5215	-1	GNPS-NIST14-MATCHES.mgf	1.45775				6	0	0.000198364	136.076	0	CCMSLIB00003135701
285	spectra_filtered.mgf	*..*		:2788	3234	-1	0	273.076	1	0.987258	0	0	6031590.0	2460900.0	naringenin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf285	-1	BERKELEY-LAB.mgf	2.90563				14	0	0.000793457	273.075	0	CCMSLIB00010105222
2783	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.986838	0	0	4896590.0	2186500.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf2783	-1	BERKELEY-LAB.mgf	0.955484				7	0	0.000396729	415.212	0	CCMSLIB00010113136
5076	spectra_filtered.mgf	*..*		:142	49383	-1	0	146.165	1	0.986294	0	0	156.5	530400.0	SPERMIDINE M+H	MONA	temp/spectra_filtered.mgf5076	-1	MONA.mgf	2.08789				6	0	0.000305176	146.165	0	CCMSLIB00006678412
5146	spectra_filtered.mgf	*..*		:38	692	-1	0	308.091	1	0.986034	0	0	2982180.0	2524500.0	GLUTATHIONE REDUCED M+H	GNPS-MSMLS	temp/spectra_filtered.mgf5146	-1	GNPS-MSMLS.mgf	0.0				16	0	0.0	308.091	0	CCMSLIB00005464443
5492	spectra_filtered.mgf	*..*		:210	3768	-1	0	197.117	1	0.985811	0	0	7319520.0	740500.0	Loliolide M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf5492	-1	GNPS-LIBRARY.mgf	1.00633				7	0	0.000198364	197.117	0	CCMSLIB00004680136
5564	spectra_filtered.mgf	*..*		:2109	3963	-1	0	135.117	1	0.985743	0	0	105344.0	1953000.0	Spectral Match to .alpha.-Pinene oxide from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf5564	-1	GNPS-NIST14-MATCHES.mgf	0.677581				7	0	9.15527e-05	135.117	0	CCMSLIB00003138450
918	spectra_filtered.mgf	*..*		:2109	3963	-1	0	135.117	1	0.985604	0	0	105344.0	275500.0	Spectral Match to .alpha.-Pinene oxide from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf918	-1	GNPS-NIST14-MATCHES.mgf	0.790511				7	0	0.000106812	135.117	0	CCMSLIB00003138450
1153	spectra_filtered.mgf	*..*		:520	49761	-1	0	181.05	1	0.985172	0	0	140.7	1189300.0	CIS-CAFFEIC ACID M+H	MONA	temp/spectra_filtered.mgf1153	-1	MONA.mgf	2.19126				6	0	0.000396729	181.05	0	CCMSLIB00006678790
912	spectra_filtered.mgf	*..*		:3048	54172	-1	0	258.11	1	0.985161	0	0	124.3	5215500.0	SN-GLYCERO-3-PHOSPHOCHOLINE M+H	MONA	temp/spectra_filtered.mgf912	-1	MONA.mgf	0.709409				9	0	0.000183105	258.11	0	CCMSLIB00006683201
430	spectra_filtered.mgf	*..*		:5458	4751	-1	0	178.035	1	0.985132	0	0	173.021	809000.0	sulforaphane [M+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf430	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	2.22837				6	0	0.000396729	178.035	0	CCMSLIB00012251708
4309	spectra_filtered.mgf	*..*		:760	3987	-1	0	355.102	1	0.98513	0	0	168477000.0	1309600.0	Chlorogenic acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf4309	-1	GNPS-LIBRARY.mgf	0.859403				7	0	0.000305176	355.102	0	CCMSLIB00004684185
4593	spectra_filtered.mgf	*..*		:47684	47684	-1	0	166.053	1	0.985009	0	0	196.666	8055900.0	DL-Methionine sulfoxide [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf4593	-1	MSNLIB-POSITIVE.mgf	1.83782				7	0	0.000305176	166.053	0	CCMSLIB00012363263
4510	spectra_filtered.mgf	*..*		:3738	4340	-1	0	277.216	1	0.984887	0	0	1654100.0	832400.0	Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4510	-1	GNPS-NIST14-MATCHES.mgf	1.43112				12	0	0.000396729	277.216	0	CCMSLIB00003138827
