cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
311	395.20593086806986	3.93085274590164	197		
312	789.3333320657958	4.550894	-1		
313	453.3434249882935	3.18242234	-1		
314	287.88849452860126	1.2853533641509436	101		
315	291.100282943185	5.595918814285715	-1		
316	611.4672737668129	10.098428394366197	-1		
317	361.0529951628085	3.0208770181818183	157		
318	314.1387138374405	3.955391128125	18	318.0	NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide [IIN-based: Match]
319	436.1813598642334	2.83061311	136		
320	250.0933067779387	1.544384428985507	211		
321	516.3068244979307	7.023705662499998	50		
322	195.06533586558967	1.813823371428572	-1		
323	367.10116195751954	3.3759067	-1		
324	663.2770284016927	7.694895433333333	-1		
325	358.25882226388785	5.7636876626373645	-1		
326	550.2127845402483	3.2156796476190483	-1		
327	231.6751678477783	3.3349784399999995	180		
328	520.2843933129069	3.6065223	77		
329	364.197209954006	3.0645073945945938	-1	329.0	[(2E,6E)-1-Oxo-8-hydroxy-2,6-dimethylocta-2,6-dien-1-yl]beta-D-glucopyranoside
330	457.1108459500976	3.16726796	-1		
331	355.29555906239466	6.465011481034482	84		
332	266.1237784882617	0.6281022759090912	10	332.0	D-1-[(3-Carboxypropyl)amino]-1-deoxyfructose
333	274.10743713378906	5.29753895	-1		
334	394.3105725124024	4.620842371999999	-1		
335	422.4008209231384	10.4759127875	332		
336	689.2068654203042	3.712392481132075	-1		
337	369.1668124730903	2.823369983333333	662		
338	399.06852388423295	2.106040714583333	-1		
339	431.3008103804155	2.5807986	201		
340	920.6867491593828	10.272315764150942	11		
341	703.4024620103149	8.7501557125	-1		
342	355.1728600861626	3.2207835857142864	-1		
343	537.3033489672288	7.50858389074074	372		
344	528.1843021937779	3.134549321428572	-1		
345	413.3417612730479	10.303592619047617	601		
346	211.1119384765625	3.9387617	-1		
347	233.1494565824817	1.822647559550561	74	347.0	Spectral Match to Thr-Leu from NIST14
348	332.27915287028503	3.7570567875	-1		
349	459.30267644132095	10.71631006504065	847	349.0	Betacain
350	360.1498741743019	1.3916289478632478	246	350.0	SUCROSE
351	372.1291543234661	2.57835796969697	48	351.0	CHLOROGENIC ACID
352	245.1609655330585	1.025998504074074	16		
353	198.94016453311585	0.5136017934210526	101		
354	323.075906020212	2.444783688461538	138		
355	411.325371533849	9.033930277419357	528		
356	774.279799144745	3.1318454666666664	-1	356.0	[4-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate
357	630.3632736206055	7.74911125	-1		
358	296.149031324585	2.104164041666667	336		
359	522.2839571124426	7.36040550652174	623		
360	533.3404075991211	3.962721672380951	11		
361	445.1640919307304	2.586374608571428	-1		
362	479.2608469660401	7.464736733333334	504		
363	365.320837947181	11.881518935483872	503		
364	235.18049621710205	2.6707169	457		
365	328.1963715112972	2.7117180722689085	110		
366	310.1649372521446	2.5697778586206903	336	366.0	SCHEMBL424527
367	521.3860401826746	9.413967905882354	-1		
368	625.2667494570969	9.309549003846156	-1		
369	531.4046243956428	9.033551207142857	657		
370	413.2152347001602	3.511441172727274	-1		
371	195.0652660705401	2.52659103	106	371.0	Ferulic acid
372	275.1503310667764	2.4967429741935487	-1		
373	357.1883201032314	4.164952188059703	-1		
374	684.2504211425781	3.5730290999999994	-1		
375	463.2666357862078	7.631411368571428	-1		
376	384.1506821494012	3.955357463157896	-1		
377	477.2465665196431	4.354374516666667	-1		
378	232.0969493882416	3.3226955900000004	78		
379	231.1379800210293	6.128444786178862	29		
380	311.12226074244137	1.634179048	-1	380.0	Massbank:PR311057 Glutamyltyrosine
381	295.1741424563476	3.32504882	-1		
382	642.2761584866431	2.8414983838709675	87		
383	331.11552365738424	5.1272095166666665	562		
384	442.3891881324666	8.012958500000002	-1		
385	500.2151492777184	3.727418877272728	625		
386	332.13383216461654	1.8512573493506488	680		
387	545.3296053529632	3.925386998360655	-1		
388	775.2068184989328	3.9544732857142857	-1		
389	392.1550029223023	1.81458784	-1		
390	165.07609852270286	1.3824428321100928	313	390.0	Mannitol
391	518.3242890005434	7.272983094339621	170	391.0	Massbank:PR310841 LPC 18:3
392	235.64109230083463	2.0079532875	39		
393	251.1601823319064	0.509688380116279	10		
394	451.12304885326927	3.437366907407407	45	394.0	CHEMBL1602917 CollisionEnergy:102040
395	349.05452773479874	0.7877431217647062	-1	395.0	INOSINE 5'-MONOPHOSPHATE
396	482.3246894839416	6.93239366	-1		
397	627.1556665768323	2.2262053117647063	-1	397.0	"""HERBACETIN-3,8-DIGLUCOPYRANOSIDE"""
398	392.19168853970336	1.702581	-1		
399	371.0367570642198	1.0125367571428572	279		
400	518.3846059537747	9.704307192857142	-1		
401	778.5379499714161	10.937562504950495	68	401.0	Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14
402	832.3972778320312	4.507332	-1		
403	441.441759632155	10.28242726363636	-1		
404	658.5569564213231	8.98794821304348	-1		
405	500.202972413269	2.4487259	-1		
406	305.1347961425781	2.047190216666667	294		
407	876.6605431485985	10.291950090909092	11		
408	437.3850083784624	4.431008045454546	201		
409	333.1672986038332	6.093075083739841	-1		
410	138.12769204662632	3.7386610703703713	-1		
411	197.11728351916005	2.989540400000001	810	411.0	Loliolide
412	237.14841380545764	4.33322083089431	-1		
413	352.24909418519184	7.072235872727273	-1		
414	375.0919940196973	2.235264346000001	53		
415	221.0741947730015	4.587852492857143	-1		
416	649.2979049695434	8.377108625	-1		
417	1128.1383056640625	2.566846266666667	1116		
418	451.3139419558646	7.770177343518516	-1		
419	572.371374650596	8.123638154545453	-1		
420	263.12737453290293	3.1549069421875	71		
421	227.1754349023764	1.9927628448275867	1009		
422	539.0500581561755	9.989006808333336	11		
423	387.20128198616976	2.713650772972972	536	423.0	NCGC00169491-03_C19H30O8_2-Cyclohexen-1-one, 4-[(1E)-3-(beta-D-glucopyranosyloxy)-1-buten-1-yl]-4-hydroxy-3,5,5-trimethyl-, (4S)-
424	569.1655698520768	5.3319683642857125	-1		
425	541.4175465909289	11.548390944444446	-1		
426	299.2005624009812	8.48209166896552	-1		
427	404.2276590162488	2.634921481944445	296	427.0	CHEBI:180933
428	578.3820351079872	7.899728452631579	68		
429	758.5688022812329	10.44702806956522	480	429.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14
430	178.0354180685995	3.268474307317072	908	430.0	sulforaphane
431	450.2118865120816	2.916118641666666	87		
432	355.0649572518981	1.0963811247311828	-1		
433	376.3059050795781	5.029164291566264	-1		
434	295.1902935133685	5.763598781512606	20		
435	468.1506056352095	2.534794563636364	-1		
436	465.1376475032145	3.0804758466666664	27		
437	304.13890407960656	2.3257851387096777	297		
438	572.3693265061036	8.869892018181817	50		
439	478.1556209445053	3.2166499774193555	159		
440	885.241971485342	5.2842811686274525	-1		
441	283.0195146539649	1.3584416210526309	-1		
442	354.19139099182127	5.120056471428571	-1		
443	552.5353152652139	10.30176994736842	-1		
444	486.2221963882215	2.4783395999999995	98		
445	220.08244132995603	4.932388875	54	445.0	ReSpect:PT110610 1-Isothiocyanato-7-(methylsulfinyl)-heptane|7-Methylsulfinylheptyl isothiocyanate
446	232.15433049444425	1.901728997560976	61		
447	647.1371459960938	4.1323063	-1		
448	614.2953084309896	7.607193166666666	-1		
449	240.2324622299597	5.63643840247934	21		
450	242.2477975643412	8.712941776033057	124		
451	344.3524613400154	8.276541871875	-1		
452	454.3385086082153	4.16764895	245		
453	448.2178855514508	3.557643427777778	46		
454	310.08506774902344	2.313683544444445	-1		
455	563.1393921954347	4.9417831896551725	-1		
456	293.21114361967017	7.265208473170731	15	456.0	Spectral Match to 9-OxoOTrE from NIST14
457	259.0994931734525	4.449103161538462	265		
458	361.0895888386949	2.891061170588235	40		
459	283.2056766528963	7.081105845000001	88		
460	219.1339641068999	1.717517113402062	74	460.0	Spectral Match to Ser-Leu from NIST14
461	599.4093636776495	7.573314992753623	-1		
462	293.21103493237104	5.6959182	-1		
463	540.1631876627604	3.7134581	895		
464	485.1995405729758	4.3746937818181815	372		
465	353.2685150549966	6.939458032467535	15	465.0	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14
466	532.3735331732179	9.015222447826089	239		
467	294.24285336638013	7.106010016260158	-1		
468	315.2531061310674	6.1543622281690125	608	468.0	Spectral Match to 9,10-Dihydroxy-12Z-octadecenoic acid from NIST14
469	481.131804293276	2.6039777185185184	65		
470	312.19340896606445	4.650907525	-1		
471	948.7181501782056	10.957447706896552	11		
472	471.09008026123047	2.47272885	-1		
473	645.2679612965222	10.076246844444444	-1		
474	285.07580871624754	5.64444438	-1		
475	217.19104810265023	3.066286249593496	-1		
476	542.2056783040365	3.052155933333333	-1		
477	161.10736745609523	2.2808153640625	429		
478	529.8799641938477	10.923375833333331	-1		
479	527.246324067524	3.41805719375	-1		
480	138.0550066735628	1.5558447628099166	29	480.0	Trigonelline
481	551.452762607727	4.4875964875	201		
482	596.3781597471734	4.5342201115384615	-1		
483	349.2591176773508	1.9871214142857143	7		
484	319.21114807370606	1.84386248	357		
485	480.3452096435796	9.241744522727274	58		
486	183.0918690369766	2.88838379	582		
487	672.3741912864176	8.382945066666666	-1		
488	311.1600472059445	2.1978145073170725	554		
489	380.0990993305598	2.547592052	922		
490	327.21665859422683	4.773330021874998	869		
491	199.11214192826333	4.1083512	71	491.0	Spectral Match to 2-Naphthyl-D-alanine from NIST14
492	577.7447247686454	10.683375051282049	352		
493	413.0842023862624	1.8182798150000004	-1		
494	739.1711018888346	3.8418179	-1		
495	376.1378875737549	3.8468693	187		
496	717.3814115527115	7.948082112500001	-1		
497	702.4709230340097	9.115020641176471	-1		
498	530.3262939517625	6.958453893548387	68		
499	218.0812683125814	3.127789533333333	73		
500	335.18297059243844	5.76178656904762	-1		
501	504.3082861163626	7.694579893548386	1089		
502	193.04939049461964	3.143965584313725	41		
503	219.17437527047457	7.629418975609754	9	503.0	1,5-dimethyl-1-vinyl-4-hexenyl acetate
504	261.14458165314034	2.0985637457446806	74		
505	986.1113993326824	3.0268646666666665	-1		
506	528.3089036211501	6.633780800000001	-1		
507	515.3216040978552	7.505947783076926	-1		
508	829.5065019689702	9.6427881	-1		
509	312.2169757993638	4.531833908064518	61		
510	360.1294163665116	2.0378085723076924	-1	510.0	Spectral Match to Lactulose from NIST14
511	448.18246948364254	2.7596618940000006	260		
512	628.3473434448242	7.72471975	-1		
513	418.1334737141927	3.0830129	177		
514	528.2648342376494	2.9603623264705883	296		
515	368.1123107913086	3.95419547	1455		
516	253.1434353630717	5.209447334579438	-1		
517	678.3265228271484	5.7674132	-1		
518	188.11022033691407	3.15890948	327		
519	504.353009675929	6.72508924736842	-1		
520	217.1588519965236	6.463556637864078	29		
521	409.18342242529206	3.2671407808823534	-1		
522	514.1922844780815	4.615988755555555	-1		
523	243.2066831677297	3.9701965779816506	-1		
524	367.07930969800776	2.171577756140351	-1		
525	1017.1170654296876	7.1055088	-1		
526	221.1283976248169	1.5475867666666667	119		
527	265.2276321412476	7.745932520000001	-1		
528	565.4101418415662	9.38068376111111	-1		
529	311.112547133884	1.7117927	1080		
530	261.22127288002616	8.185215099999997	15	530.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
