	biodynamique_vs_conventional purely mineral fertilization_fold_change_log2	biodynamique_vs_conventional purely mineral fertilization_p_value
1-Hexadecylamine	-0.0414824406610944	0.794965663982247
Alline	0.0717693374953343	0.593737044322686
N-acetyltryptophan	-0.124356465415816	0.343615267612897
3-(4-hydroxyphenyl)lactic acid	0.0314008193298633	0.765840372951827
dopamine	-0.105989031189305	0.439249437292528
12-aminododecanoic acid	-0.00470127542961182	0.955826855620894
hexadecanamide	-0.0896830040283535	0.139557748151314
3-(indol-3-yl)lactic acid	-0.0959172246858002	0.34449545560596
palmitoyl ethanolamide	-0.0648370939015559	0.559017374203438
n-Dimethylarginine	0.0132780499132037	0.903173780568483
N-hexadecanoylglycine	-0.0295081827258616	0.833956119760966
Isochlorogenic acid	-0.110331521726878	0.474001557551788
4-hydroxy-3-methoxycinnamoylagmatine	0.316055605285931	0.0265120768367911
bis(2-ethylhexyl) adipate	-0.0865562466150877	0.390043485745086
glycyl-DL-phenylalanine	-0.0946579875274962	0.505837614345078
N-(4-Aminobutyl)-3-(3,4-dihydroxyphenyl)prop-2-enamide	0.247398387982908	0.0426670894408301
metribuzin	0.441590877675776	0.00299061483815561
alanyl-leucine	-0.0640142657040801	0.624417484368305
(+)-N-Acetylmuramic acid	-0.106915203916512	0.347450201330874
hordenine	0.203031657378595	0.13825797424101
pyributicarb	-0.38493711833939	0.024679449520099
2-hydroxy-4-(methylthio)butanoic acid	-0.0751381833260832	0.492379824811541
sulfometuron methyl	-0.0737212799280687	0.566917205958814
2-phenylethylamine	-0.0154024845147074	0.908066252585171
citric acid	-0.101008406006067	0.293270588748771
5-Hydroxytryptophol	-0.0576640443626266	0.68181112902215
monoethyl phthalate	-0.0510892251241934	0.61254323471073
2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol	-0.0471386832027751	0.746150919182828
glutamic acid	0.123729153550568	0.255793843594839
beta-D-Ribofuranose, 1-(6-amino-9H-purin-9-yl)-1-deoxy-5-S-methyl-5-thio-	0.0794973312242546	0.403954255201189
SPB 16:1;2O	0.0264401922077807	0.851458639923585
canadine	0.0743711353753358	0.571723217289092
N-undecanoylglycine	0.127095304610382	0.143410033406831
8-amino-7-oxononanoic acid	-0.0422148460406958	0.611400173368297
N,N-bis(2-hydroxyethyl)dodecanamide	-0.0342787840858803	0.759067728725711
lombricine	-0.139640754371426	0.138216688058317
Leucyl-Threonine	0.216299889696	0.135814072907771
sinapine	0.16989029699972	0.159831623991782
N,N-dimethyltryptamine	0.115477217419936	0.307913068950034
octadecanamide	-0.099633367458292	0.145570499618343
1-Palmitoyl-2-hydroxy-sn-glycero-3-PE	-0.077144028607959	0.450231910911435
ACar 14:1	-0.0763124176729021	0.617105037008739
hexaethylene glycol	0.0865754312365607	0.388854951345498
H-gamma-Glu-Tyr-OH	-0.106915203916512	0.347450201330874
avobenzone	0.0263840098604744	0.841818111277548
N-methylnicotinic acid	-0.172527315636741	0.171374815180161
serotonin	0.173619238572184	0.183767227691877
hypoxanthine	0.164430335010772	0.23667781694988
epinine	0.0514264636771817	0.712928840712159
histidine	0.0236501195862788	0.808668818483336
p-coumaroylagmatine	0.269405593753219	0.0308783964085093
Valyl-Proline	-0.111758883251714	0.370417546187603
N-(6-aminohexanoyl)-6-aminohexanoic acid	0.303426793641171	0.0330032387800693
Arphamenine B	0.290491661902356	0.0134211141760944
h-gamma-Glu-leu-oh	-0.0810914558275792	0.467171245229549
N-malonyltryptophan	0.0402273248512017	0.735358992323371
sulforaphane	0.134368061018093	0.196219298624143
4-(trimethylammonio)butanoic acid	0.104228010119038	0.349406454203817
N-acetyltyramine	0.0625165372143557	0.582275239280905
agmatine	0.171053732377465	0.118188347042076
N-Acetyl-proline	0.316740605319816	0.00721110704014054
N-methyltryptamine	0.141636129413088	0.334059956049365
2-(Hydroxymethyl)-6-[4-(3-hydroxyprop-1-enyl)-2,6-dimethoxyphenoxy]oxane-3,4,5-triol	-0.199640298219645	0.104964396941918
lysine	-0.112047106846035	0.274567566122376
adenine	-0.0400257362752019	0.738395368411452
glutamine	0.245234887031681	0.027589326836619
Tetrahydroneopterin	0.0533125625659077	0.635841811282967
2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one	-0.0963617299146652	0.383019122061833
9H-xanthine	0.0458245161989654	0.725418473068366
methionine S-oxide	-0.0449710790755359	0.699604790551706
Tyrosyl-Proline	0.0225563459808416	0.858936012218661
salicylic acid	-0.161207575651027	0.0985397042401697
S-ethylhomocysteine	0.0854936396087663	0.377402397590895
acetylagmatine	0.0119336419789619	0.906645852487038
3-(1H-indol-3-yl)-2-(methylamino)propanoic acid	0.0727103744549514	0.548389253115901
phenylethanolamine	0.0205839289164533	0.845100419873434
catechin	-0.107638103440307	0.371545118055275
N-Carboxyacetyl-D-phenylalanine	0.13680237493922	0.100274620020246
tryptamine	0.0973207184069691	0.383683950979691
N-acetyldopamine	-0.102515667543889	0.407539376385443
pipecolic acid	0.281887997676834	0.0231870712178999
2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine	0.220367427755758	0.0899045330265617
tryptophan	-0.0737197937018814	0.438633751543303
C17-sphinganine	0.151190847800921	0.20865954495457
guanine	-0.0970898689715471	0.383403199943364
L-Glutathione (reduced)	0.0631262531290716	0.629348638258818
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyl-2-oxanyl)oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one	-0.150759479139425	0.316174159624124
[3-carboxy-2-(1-oxohexadecoxy)propyl]-trimethylammonium	0.0508252461038931	0.722018453599494
Quercetin-3-o-vicianoside	-0.106915203916512	0.347450201330874
N-acetylphenylalanine	0.0527751742646833	0.679273511423387
methiin	0.132981069182525	0.180600039666263
N-Acetylvanilalanine	0.115477217419936	0.307913068950034
trans-Cinnamoyl b-D-glucoside	-0.196199047465693	0.113347401947642
DIMBOA-Glc	0.0195668263565112	0.89000971567554
3-Methyl-2-[[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methylamino]pentanoic acid	-0.101244404883954	0.367320931560193
3-aminoadipic acid	0.129024912984525	0.176321166228513
methionine	-0.077126838396143	0.481092278466298
ACar 18:0	0.180031993856745	0.128474726952861
N-(4-aminobutyl)-3-(4-hydroxyphenyl)propanimidic acid	0.268459168296018	0.0210483909349752
ACar 13:0	0.0690652057067649	0.658602616847552
N-acetylhexosamine	0.214807516966815	0.228312824862469
L-N-(1H-Indol-3-ylacetyl)aspartic acid	0.0699557855440521	0.616086251548722
gallic acid	0.242535256251163	0.035819126950233
N-(tetradecanoyl)ethanolamine	-0.0749760972693429	0.215320114025218
N-(Ammonioacetyl)tyrosyltyrosylprolylthreonine	-0.0672365789962123	0.52189866283477
gamma-glutamylphenylalanine	-0.0462636505466703	0.690617722190009
9-(methylsulfinyl)nonanoic acid	-0.0751647643012623	0.495237248531086
3',4',5'-Trimethoxytricetin 7-[rhamnosyl-(1->6)-glucoside]	-0.214309090281365	0.0528744951721728
Quercetin 3-(2-galloylglucoside)	0.100596159080204	0.374976837198364
gamma-L-Glutamyl-L-valine	-0.12253457305674	0.15685711288575
asparagine	0.215045984549784	0.0804311879168852
2-aminooctadecane-1,3-diol	0.0481866281153008	0.699717085448267
