"feature_id_full","feature_id","feature_mz","feature_rt","biodynamique_vs_conventional purely mineral fertilization_p_value","biodynamique_vs_conventional purely mineral fertilization_p_value_minus_log10","biodynamique_vs_conventional purely mineral fertilization_fold_change","biodynamique_vs_conventional purely mineral fertilization_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"2187_242.25_8.6",2187,242.247906351723,8.55847344188034,0.00707916067589123,2.1500182303663,0.652551487702179,-0.615836357002456,"Fatty acids","Fatty amides","Primary amides","Pentadecanamide",NA,"CC(C)CCCCCCCCCCCC(N)=O","CCCCCCCCCCCCCCC(=O)N",NA,NA,NA,NA,"ZMLQVXILYPDTDA","InChI=1S/C15H31NO/c1-14(2)12-10-8-6-4-3-5-7-9-11-13-15(16)17/h14H,3-13H2,1-2H3,(H2,16,17)","ZMLQVXILYPDTDA-UHFFFAOYSA-N","InChI=1S/C15H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H2,16,17)","RQGCQWARLQDMCZ"
"3406_423.28_3.7",3406,423.275129475118,3.67685238278688,0.00778031649505673,2.10900273601019,1.43845543769118,0.524520528120816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3660_564.36_3.2",3660,564.359039183142,3.17730398130081,0.00796128216872664,2.09901698327227,1.41133068795635,0.497056064461028,"Amino acids and Peptides","Lysine alkaloids","Piperidine alkaloids","13-dodecan-2-yl-6-(1-hydroxyethyl)-3-(hydroxymethyl)-12-methyl-9-propan-2-yl-1-oxa-4,7,10-triazacyclotridecane-2,5,8,11-tetrone",NA,NA,"CCCCCCCCCCC(C)C1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CO)C(C)O)C(C)C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C28H51N3O7/c1-7-8-9-10-11-12-13-14-15-18(4)24-19(5)25(34)30-22(17(2)3)26(35)31-23(20(6)33)27(36)29-21(16-32)28(37)38-24/h17-24,32-33H,7-16H2,1-6H3,(H,29,36)(H,30,34)(H,31,35)","PVAWVKQDYYTSIE"
"5280_133.1_3.6",5280,133.101315425814,3.61407071452992,0.00798277384144341,2.09784617447497,0.701753279161241,-0.510964194690913,"Terpenoids","Monoterpenoids","Menthane monoterpenoids","ghl.PD_Mitscher_leg0.39","C1=CC=C(C=C1)C=CC=O","C=C(C)c1ccc(C)cc1","CC=CC1=CC=C(C=C1)C","InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H",NA,"KJPRLNWUNMBNBZ-UHFFFAOYSA-N","KJPRLNWUNMBNBZ","MMSLOZQEMPDGPI","InChI=1S/C10H12/c1-8(2)10-6-4-9(3)5-7-10/h4-7H,1H2,2-3H3","MMSLOZQEMPDGPI-UHFFFAOYSA-N","InChI=1S/C10H12/c1-3-4-10-7-5-9(2)6-8-10/h3-8H,1-2H3","LSMSSYSRCUNIFX"
"2231_342.18_2.1",2231,342.175757583406,2.12321172244898,0.00806137127126343,2.09359107669509,1.38231128889295,0.467082539294548,"Amino acids and Peptides","Small peptides","Dipeptides","Epitope ID:159305",NA,"C=C1CC23CC1CCC2C12CCCC(C)(C(=O)OC1)C2C3C(=O)O","CC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O)NC(=O)CN",NA,NA,NA,NA,"MXCOJKLBLFWFNI","InChI=1S/C20H26O4/c1-11-8-20-9-12(11)4-5-13(20)19-7-3-6-18(2,17(23)24-10-19)15(19)14(20)16(21)22/h12-15H,1,3-10H2,2H3,(H,21,22)","MXCOJKLBLFWFNI-UHFFFAOYSA-N","InChI=1S/C14H25N5O6/c1-6(16-10(20)5-15)11(21)17-7(2)12(22)18-8(3)13(23)19-9(4)14(24)25/h6-9H,5,15H2,1-4H3,(H,16,20)(H,17,21)(H,18,22)(H,19,23)(H,24,25)","KFAHJBXSCMRXIA"
"3126_395.24_4.3",3126,395.240354411377,4.31501974,0.00909456213505188,2.0412182055514,0.722488343187152,-0.46895378389931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4895_152.07_0.7",4895,152.070513460314,0.734931626967213,0.00914043521342956,2.03903312524089,0.706121406081092,-0.502011842137367,"Alkaloids","Tyrosine alkaloids","Phenylethylamines","Noradrop","NC[C@H](O)C1=CC(O)=C(O)C=C1",NA,"C1=CC(=C(C=C1C(CN)O)O)O","\"\"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1\"\"",NA,"SFLSHLFXELFNJZ-QMMMGPOBSA-N","SFLSHLFXELFNJZ",NA,NA,NA,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2","SFLSHLFXELFNJZ"
"5330_173.14_1.2",5330,173.139803718654,1.18964628039216,0.00981542091648121,2.00809107173534,1.46232975735837,0.548268677679994,"Alkaloids","Ornithine alkaloids","Polyamines","Acetylagmatine",NA,NA,"CC(=O)NCCCCN=C(N)N",NA,NA,NA,NA,"JMACEDIUUMWDIC","nan","nan","InChI=1S/C7H16N4O/c1-6(12)10-4-2-3-5-11-7(8)9/h2-5H2,1H3,(H,10,12)(H4,8,9,11)","JMACEDIUUMWDIC"
"2169_568.35_3.8",2169,568.347646077474,3.8270436,0.0104594878524231,1.98048958012572,0.629003151832345,-0.668860848654814,"Amino acids and Peptides","Oligopeptides","Linear peptides","null",NA,NA,"CC(C)C(C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(C)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C26H47N7O8/c1-13(2)19(31-22(36)15(4)29-24(38)20(16(5)34)32-21(35)14(3)28)25(39)33-12-8-10-18(33)23(37)30-17(26(40)41)9-6-7-11-27/h13-20,34H,6-12,27-28H2,1-5H3,(H,29,38)(H,30,37)(H,31,36)(H,32,35)(H,40,41)","BOFDHDDYNBHUFQ"
"136_221.04_1.4",136,221.041944659259,1.35565837972973,0.0105359978615309,1.97732432619409,0.679067345376813,-0.558373436436188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287_183.09_1.4",2287,183.086061045226,1.40477215340909,0.0110915774959581,1.95500668206828,0.673598955611154,-0.570038193323578,"Carbohydrates","Saccharides","Monosaccharides","Sorbogem","C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO","C(C(C(C(C(CO)O)O)O)O)O","\"\"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1\"\"",NA,"FBPFZTCFMRRESA-KVTDHHQDSA-N","FBPFZTCFMRRESA","FBPFZTCFMRRESA","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-","FBPFZTCFMRRESA-GUCUJZIJSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
"915_696.44_3.5",915,696.436702264836,3.45565220747664,0.0122117063236286,1.91322364849073,1.53010687448555,0.613632425405089,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","1-O-Octadecyl-2-O-benzyl-sn-glycero-3-cidofovir",NA,NA,"CCCCCCCCCCCCCCCCCCOCC(COP(=O)(COC(CN1C=CC(=NC1=O)N)CO)O)OCC2=CC=CC=C2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C36H62N3O8P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-25-44-29-34(45-28-32-21-18-17-19-22-32)30-47-48(42,43)31-46-33(27-40)26-39-24-23-35(37)38-36(39)41/h17-19,21-24,33-34,40H,2-16,20,25-31H2,1H3,(H,42,43)(H2,37,38,41)","RDPZVURVEFPPIB"
"1640_460.28_3.2",1640,460.275438758505,3.21719122601626,0.0127451451463775,1.89465521426204,1.42048069582345,0.506379225593622,"Carbohydrates","Polyols","Amino cyclitols","null",NA,NA,"CC1(C(OC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)CO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H39N5O8/c1-20(29)12(7-26)31-19(14(28)17(20)25-2)33-16-11(24)5-10(23)15(13(16)27)32-18-9(22)4-3-8(6-21)30-18/h3,9-19,25-29H,4-7,21-24H2,1-2H3","DPRGTTRLFRFZIM"
"390_165.08_1.4",390,165.076098522703,1.38244283211009,0.0137333843203016,1.86222242630901,0.664657839511842,-0.589316250930467,"Carbohydrates","Saccharides","Monosaccharides","Sorbogem","C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O","C(C(C(C(C(CO)O)O)O)O)O","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",NA,"FBPFZTCFMRRESA-KVTDHHQDSA-N","FBPFZTCFMRRESA","SHZGCJCMOBCMKK","InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1","SHZGCJCMOBCMKK-JFNONXLTSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
"389_392.16_1.8",389,392.155002922302,1.81458784,0.0142172563657973,1.84718420530519,0.612946425852349,-0.706167113197777,"Terpenoids","Monoterpenoids","Iridoids monoterpenoids","Proacaciberin",NA,NA,"CC(=C)C(C#N)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H25NO10/c1-6(2)8(3-17)26-16-14(23)12(21)11(20)9(27-16)5-25-15-13(22)10(19)7(18)4-24-15/h7-16,18-23H,1,4-5H2,2H3","BHUCUDQLYLLDIA"
"2687_242.1_1.7",2687,242.099864103887,1.7449229,0.0155117957153788,1.80933792338963,0.633219543872018,-0.659222310966101,"Fatty acids","Fatty amides","N-acyl amines","vitamin B5",NA,"C=CC#CC#Cc1ccc(C#CC)s1|C=CC#Cc1ccc(C#CC#CC)s1","CC(C)(CO)C(C(=O)NCCC(=O)O)O",NA,NA,NA,NA,"CHXZRHMQQRUVHF|ANIAOEHACLPLEY","InChI=1S/C13H8S/c1-3-5-6-7-9-13-11-10-12(14-13)8-4-2/h3,10-11H,1H2,2H3|InChI=1S/C13H8S/c1-3-5-7-9-13-11-10-12(14-13)8-6-4-2/h4,10-11H,2H2,1H3","CHXZRHMQQRUVHF-UHFFFAOYSA-N|ANIAOEHACLPLEY-UHFFFAOYSA-N","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)","GHOKWGTUZJEAQD"
"4282_221.19_4.3",4282,221.189936508209,4.30786273821138,0.0174910965295268,1.75718296343183,0.697970448646789,-0.518762139388319,"Terpenoids","Sesquiterpenoids","Germacrane sesquiterpenoids","Spectrum_000708",NA,"C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C","CC1(CC2C1CCC3(C(CCC2(O3)C)O)C)C",NA,NA,NA,NA,"NVEQFIOZRFFVFW","InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3/t11-,12-,13-,15-/m1/s1","NVEQFIOZRFFVFW-RGCMKSIDSA-N","InChI=1S/C15H26O2/c1-13(2)9-11-10(13)5-7-15(4)12(16)6-8-14(11,3)17-15/h10-12,16H,5-9H2,1-4H3","KSMZUKWIDPCGBS"
"360_533.34_4",360,533.340407599121,3.96272167238095,0.0177235183885597,1.75145005981582,1.484418644369,0.569898026580428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717_147.07_0.7",2717,147.065253067901,0.664519563333334,0.0187133251705831,1.7278490358604,0.648909273795398,-0.623911310646209,"Carbohydrates","Saccharides","Monosaccharides","4-Deoxy-D-xylo-hexose",NA,"OC1C=CC(O)C(O)C1O","C(C(CO)O)C(C(C=O)O)O",NA,NA,NA,NA,"LRUBQXAKGXQBHA","InChI=1S/C6H10O4/c7-3-1-2-4(8)6(10)5(3)9/h1-10H","LRUBQXAKGXQBHA-UHFFFAOYSA-N","InChI=1S/C6H12O5/c7-2-4(9)1-5(10)6(11)3-8/h3-7,9-11H,1-2H2","FRJOXJBNQDZEBI"
"1290_251.13_3.6",1290,251.127604538964,3.56250939756098,0.0192527227959392,1.71550784217464,0.65952577151152,-0.600499059814743,"Polyketides","Macrolides","Macrolide lactones","Seiricuprolide",NA,"COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O","CC1CCCC=CC(C2C(O2)C(C=CC(=O)O1)O)O",NA,NA,NA,NA,"SOECUQMRSRVZQQ","InChI=1S/C14H18O4/c1-8(2)6-7-10-9(3)11(15)13(17-4)14(18-5)12(10)16/h6H,7H2,1-5H3","SOECUQMRSRVZQQ-UHFFFAOYSA-N","InChI=1S/C14H20O5/c1-9-5-3-2-4-6-10(15)13-14(19-13)11(16)7-8-12(17)18-9/h4,6-11,13-16H,2-3,5H2,1H3","IZTMFEJNMBMWKQ"
"2323_241.15_1.5",2323,241.154587928321,1.52874096702128,0.0195864443326726,1.70804439743338,0.740488902755653,-0.433449979980062,"Alkaloids","Tyrosine alkaloids","Simple phenolic acids","2-methoxy-4-N-[2-(2-methoxyethoxy)ethyl]benzene-1,4-diamine",NA,NA,"COCCOCCNC1=CC(=C(C=C1)N)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H20N2O3/c1-15-7-8-17-6-5-14-10-3-4-11(13)12(9-10)16-2/h3-4,9,14H,5-8,13H2,1-2H3","JBVZTNGDRBICPC"
"818_183.1_1.8",818,183.101162723111,1.81777695818182,0.0201736401109685,1.69521573106476,0.663468681622829,-0.591899728664648,"Terpenoids","Monoterpenoids","Camphane monoterpenoids","Oprea1_690247",NA,"CC1=C2CCC(C)CC2(O)OC1=O","CC1(C2CCC1(C(=O)C2)C(=O)O)C",NA,NA,NA,NA,"LBNWZGLSMCTAQB","InChI=1S/C10H14O3/c1-6-3-4-8-7(2)9(11)13-10(8,12)5-6/h6,12H,3-5H2,1-2H3","LBNWZGLSMCTAQB-UHFFFAOYSA-N","InChI=1S/C10H14O3/c1-9(2)6-3-4-10(9,8(12)13)7(11)5-6/h6H,3-5H2,1-2H3,(H,12,13)","WDODWBQJVMBHCO"
"1972_219.17_4.1",1972,219.174339605328,4.14809546422764,0.0203101201759556,1.6922875068463,0.686278339536845,-0.543134274135522,"Terpenoids","Sesquiterpenoids","Eremophilane sesquiterpenoids","null","O=C(OC(C=C)(C)CCC=C(C)C)C","CC1=CC(=O)C23C(C)CCC(CC12)C3(C)C","CC1CC(=O)C(=C(C)C)CC2=C(CCC12)C","InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3",NA,"UWKAYLJWKGQEPM-UHFFFAOYSA-N","UWKAYLJWKGQEPM","BSDFKVHDDFHAFR","InChI=1S/C15H22O/c1-9-7-13(16)15-10(2)5-6-11(8-12(9)15)14(15,3)4/h7,10-12H,5-6,8H2,1-4H3","BSDFKVHDDFHAFR-UHFFFAOYSA-N","InChI=1S/C15H22O/c1-9(2)13-8-14-10(3)5-6-12(14)11(4)7-15(13)16/h11-12H,5-8H2,1-4H3","KOBSLTSXWKEUCB"
"3997_165.08_1.5",3997,165.076193644633,1.54027111743119,0.0206861224747305,1.68432090835052,0.644397242460892,-0.633977774487368,"Carbohydrates","Saccharides","Monosaccharides","Sorbogem","C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O","C(C(C(C(C(CO)O)O)O)O)O","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",NA,"FBPFZTCFMRRESA-KVTDHHQDSA-N","FBPFZTCFMRRESA","SHZGCJCMOBCMKK","InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1","SHZGCJCMOBCMKK-JFNONXLTSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
"4426_271.06_4.5",4426,271.060019551041,4.49353615147059,0.0207494794001135,1.68299279516848,0.663105790311025,-0.592689042073064,"Shikimates and Phenylpropanoids","Flavonoids","Flavones","apigenin",NA,"O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)cc2)c2c(O)cc(O)cc2o1|O=c1cc(O)c2c(O)cc(-c3ccc(O)cc3)cc2o1","C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O",NA,NA,NA,NA,"KZNIFHPLKGYRTM|CGVARJGGCPCIES|UMEUPGNISCZDFG","InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H|InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-14(19)20-13-6-10(17)5-12(18)15(11)13/h1-7,16-18H|InChI=1S/C15H10O5/c16-10-3-1-8(2-4-10)9-5-11(17)15-12(18)7-14(19)20-13(15)6-9/h1-7,16-18H","KZNIFHPLKGYRTM-UHFFFAOYSA-N|CGVARJGGCPCIES-UHFFFAOYSA-N|UMEUPGNISCZDFG-UHFFFAOYSA-N","InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H","KZNIFHPLKGYRTM"
"1725_123.04_0.9",1725,123.044289348571,0.889188869593496,0.0211493038305636,1.67470392367999,0.711361488457176,-0.491345222702642,"Polyketides","Phenolic acids (C6-C1)","Benzoquinones","Toluquinone","C1=CC(=CC=C1C=O)O","O=Cc1ccc(O)cc1","CC1=CC(=O)C=CC1=O","InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",NA,"RGHHSNMVTDWUBI-UHFFFAOYSA-N","RGHHSNMVTDWUBI","RGHHSNMVTDWUBI","InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H","RGHHSNMVTDWUBI-UHFFFAOYSA-N","InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3","VTWDKFNVVLAELH"
"5249_173.14_1.5",5249,173.139766288096,1.47610998085106,0.0212332735991424,1.67298304415508,1.38690016250764,0.471863937452964,"Alkaloids","Ornithine alkaloids","Polyamines","Acetylagmatine",NA,NA,"CC(=O)NCCCCN=C(N)N",NA,NA,NA,NA,"JMACEDIUUMWDIC","nan","nan","InChI=1S/C7H16N4O/c1-6(12)10-4-2-3-5-11-7(8)9/h2-5H2,1H3,(H,10,12)(H4,8,9,11)","JMACEDIUUMWDIC"
"3724_608.39_3.3",3724,608.385180217894,3.27817457723577,0.0215475067272085,1.66660297502805,1.39938117574435,0.484788989988879,"Terpenoids","Diterpenoids","Quinolizidine alkaloids","null",NA,NA,"CCCC=CC(=O)CCC1=CC(=C(C(=C1)OC2CCCC2)O)C3C(CCC(C3CCC[NH+]=C(N)N)OC)CC(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C34H55N3O4/c1-5-6-7-11-26(38)17-15-24-21-29(33(39)31(22-24)41-27-12-8-9-13-27)32-25(20-23(2)3)16-18-30(40-4)28(32)14-10-19-37-34(35)36/h7,11,21-23,25,27-28,30,32,39H,5-6,8-10,12-20H2,1-4H3,(H4,35,36,37)/p+1","XUXHGYADQHPVAY"
"2200_193.16_3.6",2200,193.158761343651,3.5969661398374,0.0237313882753663,1.62467685501084,0.71030456076314,-0.493490346199861,"Terpenoids","Apocarotenoids","Apocarotenoids(ε-)","a-ionone",NA,"CC(=O)/C=C/C1=C(C)CCCC1(C)C","CC1=CCCC(C1C=CC(=O)C)(C)C",NA,NA,NA,NA,"PSQYTAPXSHCGMF","InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3/b8-7+","PSQYTAPXSHCGMF-BQYQJAHWSA-N","InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,12H,5,9H2,1-4H3","UZFLPKAIBPNNCA"
"561_205.07_1.4",561,205.06870417556,1.41052907075472,0.0239305817260239,1.62104674403882,0.667966438593705,-0.582152477353887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3377_219.17_5.5",3377,219.174409585747,5.54206584836066,0.024043104416723,1.61900945746765,0.704411766745215,-0.505509086224794,"Terpenoids","Sesquiterpenoids","Cadinane sesquiterpenoids","null",NA,"C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CC(=O)C[C@H]2C","CC1CC(=O)C(=C(C)C)CC2=C(CCC12)C",NA,NA,NA,NA,"FGCUSSRGQNHZRW","InChI=1S/C15H22O/c1-10(2)13-5-6-15(9-13)11(3)7-14(16)8-12(15)4/h7,12-13H,1,5-6,8-9H2,2-4H3/t12-,13-,15-/m1/s1","FGCUSSRGQNHZRW-UMVBOHGHSA-N","InChI=1S/C15H22O/c1-9(2)13-8-14-10(3)5-6-12(14)11(4)7-15(13)16/h11-12H,5-8H2,1-4H3","KOBSLTSXWKEUCB"
