	biodynamique_vs_conventional purely mineral fertilization_fold_change_log2	biodynamique_vs_conventional purely mineral fertilization_p_value
Isoetharine	-0.268127058484505	0.308438883328924
Isofraxidin	-0.418718679501918	0.0710066561446026
flavan-3,3',4',5,5',7-hexol	-0.447331452538814	0.176759820241202
N-(4-Aminobutyl)-3-(4-hydroxyphenyl)prop-2-enamide	0.121535982631172	0.724597476641736
N,N,N-Trimethyllysine	-0.0430527273277542	0.849240948517331
bethanidine	-0.22137900460799	0.419336660131435
diethylamino hydroxybenzoyl hexyl benzoate	-0.0492331993732449	0.865668343671988
1-monopalmitoylglycerol	0.22865364075027	0.445372637817212
tryptophol	-0.013378031129467	0.966286054556144
1-isothiocyanato-9-(methylsulfinyl)nonane	-0.487566141338467	0.152610828244136
myricetin	-0.330242252494643	0.339059897372859
JBIR-16	-0.344709881244522	0.297347985463774
salicylic acid-2-O-glucoside	-0.214075971255793	0.488507024731891
2-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol	0.0866947501595484	0.746386526082191
Benzoylcholine	-0.341724370121771	0.122772799339849
C18_Sphingosine*	-0.220701426975796	0.405798639990134
terazosin	-0.370391085293423	0.266906175385204
2-(hydroxymethyl)-6-[(e)-4-(1,2,4-trihydroxy-2,6,6-trimethylcyclohexyl)but-3-en-2-yl]oxyoxane-3,4,5-triol	-0.531607001343777	0.031340190540346
3-(3,4-dihydroxyphenyl)propanoic acid	-0.464245577076825	0.0864725769570613
Palmitoyl Serinol	-0.472878542857334	0.159999783891393
paracetamol	-0.194512484810945	0.416485152943301
arginine	-0.223847780235565	0.36511518037403
phenylalanine	-0.234588876007886	0.360037730324433
Isochlorogenic acid	-0.258514801843498	0.394393493292996
Tricosanoylglycine	-0.247117197724004	0.314415615089613
benzoxonium chloride	-0.00458918205000778	0.985044511381768
1-Palmitoyl-2-hydroxy-sn-glycero-3-PE	-0.321928094887362	0.355917683749582
(E)-2-(indol-3-yl)-1-thioacetohydroximic acid	-0.463336387361577	0.165685641127798
vanillic acid	-0.419397191604837	0.16442992227966
quinaldic acid	-0.321928094887362	0.355917683749582
N-trans-feruloyl-3-methoxytyramine	-0.356803769347582	0.289480418660182
N-[[3-Hydroxy-2-(2-pentenyl)cyclopentyl]acetyl]isoleucine	0.0674434156975074	0.832502041896978
N-Methyl-14-O-demethylepiporphyroxine	-0.384082260755509	0.236035263298905
hydroxytyrosol	-0.240302180466645	0.389052837041174
9,16-dihydroxy-palmitic acid	-0.400446079732792	0.0842902492609719
1-(4-amino-1,2,5-oxadiazol-3-yl)-N-[(4-ethoxyphenyl)methylideneamino]-5-[(4-methyl-1-piperidinyl)methyl]-4-triazolecarboxamide	0.00498522236574674	0.985261460753143
8-(methylsulfinyl)octyl isothiocyanate	0.276411218564152	0.222504477896767
spermidine	0.338386698093248	0.274820826925693
4-acetamidobenzoic acid	0.339873942957059	0.352660667734833
7,8-dihydro-8-oxoguanine	-0.120113456895567	0.711714395466471
(3,4,5-trihydroxy-6-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-3-yl]oxy}oxan-2-yl)methyl acetate	-0.210608200934828	0.386210536649146
tyrosine	-0.326479853784608	0.220027814571977
Nifekalant	-0.343321393778041	0.31378821221673
3-oxooctanoic acid	-0.10749808100643	0.671860023895778
N-tridecanoylglycine	0.200443076412452	0.415112060333871
3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid	-0.0562633873001026	0.822123565517282
ACar 20:1	-0.303778501818269	0.35155269958326
naringenin	-0.324582704892182	0.305409367977048
sym-homospermidine	0.0870256536407717	0.735374940091306
N-[(5-Hydroxy-2-pyridinyl)methyl]adenosine	-0.340806325925406	0.296569004595695
quinolin-8-ol	-0.070130576990088	0.805033623052846
carnitinium	0.275701870370385	0.309724450638481
6-{[5,7-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid	-0.321928094887362	0.355917683749582
kaempferol	-0.469473864764393	0.135872357529994
13-Docosenoic acid, methyl ester	-0.112747294741994	0.701299486708206
phosphocholine	-0.0726444129867156	0.788807852456386
noradrenaline	-0.291220907843118	0.115761514326921
2-[(2-Amino-1-hydroxy-3-methylpentylidene)amino]-3-methylpentanoic acid	-0.288050180105663	0.321906723931587
6-methoxy-2-benzoxazolinone	0.0601814357174468	0.834344724097454
Keioside	-0.152145010904515	0.516244624615304
1-(benzenesulfonyl)-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine	-0.0869446274890401	0.723933977292641
2-(Hydroxymethyl)-3-(3-oxo-5-propan-2-yl-4,5,6,7-tetrahydro-1H-2-benzofuran-4-yl)prop-2-enoic acid	-0.321928094887362	0.355917683749582
caproylcholine	0.125296018766648	0.625802852790798
2-Hydroxy-4,7-dimethoxy-2H-1,4-benzoxazin-3(4H)-one	0.0645306557101075	0.821146654762935
L-Linalool 3-[xylosyl-(1->6)-glucoside]	0.2897181769885	0.368867730487149
octadecan-1-amine	0.172308960391269	0.470890485587831
kynurenine	-0.149174874544581	0.558752250854458
4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	-0.304404903709216	0.167668832393683
9-aminononanoic acid	-0.110924221133621	0.638992537038732
8-amino-7-oxononanoic acid	-0.0890093927791809	0.756139377073511
3-oxo-1,8-octanedicarboxylic acid	-0.544338360460238	0.0698841466058207
5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl hexopyranoside	-0.478197440860065	0.0977685945413194
stearolic acid	0.163899174538979	0.602155031405767
(RS)-coclaurine	-0.349248022035002	0.301068915256518
N-(dodecanoyl)ethanolamine	-0.308697635450393	0.198943527384691
HDMBOA-Glc	0.0646060917066865	0.822074988909273
4',5,7-trihydroxy-3'-methoxyflavone	-0.399138056475744	0.0671005589048439
5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanoic acid	-0.252940075497945	0.332756359897444
eupatorin	-0.384971868522842	0.236994487751559
3,6,9-Trimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one	0.139601879277426	0.649379044042434
5-hydroxymethylfurfural	-0.378802755090083	0.137712764767356
pantothenic acid	-0.304976676854208	0.245846652160705
ent-Epicatechin(4alpha->8)catechin	-0.321928094887362	0.355917683749582
SPB 17:1;2O	0.321928094887362	0.355917683749582
gabapentin	-0.108249738183832	0.686539317002883
2-hydroxy-4-[(2-hydroxy-4-methoxy-6-methylphenyl)-oxomethoxy]-6-methylbenzoic acid	-0.339251419633163	0.217381949784316
DL-Stachydrine	0.474123202429884	0.0438424037095092
(3-phenoxyphenyl)methanol	-0.297603231671396	0.379696060788618
N-[2-methoxy-4-[(2-methyl-1-oxopropyl)amino]phenyl]-2-furancarboxamide	-0.555839323253374	0.0981821311588329
1-cyano-8-(methylsulfinyl)octane	-0.321928094887362	0.355917683749582
alpha-CEHC	0.241771415987937	0.44028258082137
2-[4-[1,3-dihydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-2-yl]oxy-3,5-dimethoxyphenyl]-5,7-dihydroxychromen-4-one	0.0983143932033807	0.722077941590923
choline hydrogen sulfate	0.156630953954946	0.6124151247614
s-Phenylmercapturic acid	-0.321928094887362	0.355917683749582
1-Hexadecylamine	-0.311604886373735	0.270226842592353
Alline	-0.268325322670402	0.376081462892517
N-acetyltryptophan	-0.431941278413219	0.0616028147970759
Ethyl vanillate	-0.157902524292705	0.540045166990049
nicotinic acid	-0.100548143823587	0.695268167087258
Podophyllotoxin, glucoside	0.0933280122770998	0.724675858745501
3-(4-hydroxyphenyl)lactic acid	-0.236547538381567	0.350327959106006
(4-Hydroxy-3-methoxyphenyl)ethanol	-0.359928293024442	0.242661325901068
4-[[4-(dimethylamino)-6-(4-morpholinyl)-1,3,5-triazin-2-yl]oxy]benzoic acid methyl ester	-0.330125584309968	0.339292354819146
Yangonin	-0.0593623093954643	0.881149880314829
2,4-Dihydroxy-7,8-dimethoxy-2H-1,4-benzoxazin-3(4H)-one 2-glucoside	-0.321928094887362	0.355917683749582
elaidic acid	-0.134143858597722	0.549909464864114
octadeca-9,12-diynoic acid	-0.155728858774616	0.498140645378531
N-Acetyl-ornithine	-0.0843439771533039	0.719915990595311
dopamine	-0.395720797171764	0.162655401160196
N,N-dimethyl-3-[[4-(4-nitrophenyl)-1-piperazinyl]-oxomethyl]-4-(1-pyrrolidinyl)benzenesulfonamide	0.185630758416936	0.379250660873416
phenyl-[1-(2-phenylethyl)-4-piperidinyl]methanol	-0.686408906783108	0.0319105366068522
12-aminododecanoic acid	-0.382031085657009	0.189964918675335
2-[3-(4-Hydroxy-3,5-dimethoxyphenyl)prop-2-enoyloxy]butanedioic acid	-0.321928094887362	0.355917683749582
alpha-Cyclohexylmandelic acid	0.187336730444117	0.557062502383513
4-coumaric acid	-0.326936967186254	0.138412938855176
N-(decanoyl)ethanolamine	0.010845076010632	0.966345418173685
hexadecanamide	-0.179036694239674	0.437886944987867
3,4-dimethoxycinnamyl acetate	0.188588185193095	0.511719883022099
3-(indol-3-yl)lactic acid	-0.110947435321579	0.661796670361362
3-methoxytyramine	-0.35168406328843	0.287091730195373
palmitoyl ethanolamide	-0.0741933785526387	0.758824151524844
n-Dimethylarginine	-0.0879991060390731	0.746396904075413
fingolimod	-0.321928094887362	0.355917683749582
1-methyl-1,2,3,4-tetrahydroisoquinoline-6,7-diol	-0.347698568603133	0.300681136329677
N-hexadecanoylglycine	-0.0171295945745809	0.952917375440834
3-alpha-Mannobiose	0.0333978600413702	0.911551833077385
N-Carboxyacetyl-D-phenylalanine	-0.0505271183346499	0.888936062195637
4-hydroxy-3-methoxycinnamoylagmatine	-0.101512651854785	0.739028749722689
2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid	-0.321928094887362	0.355917683749582
1,3-bis(6-isocyanatohexyl)-1,3-diazetidine-2,4-dione	0.126563624490465	0.658381826070175
bis(2-ethylhexyl) adipate	0.185537385098384	0.562370911863426
glycyl-DL-phenylalanine	-0.266942947807642	0.329350631077215
N-(4-Aminobutyl)-3-(3,4-dihydroxyphenyl)prop-2-enamide	-0.332589350926082	0.192518771234052
Terragine D	-0.130529540570057	0.725704088641969
3-hydroxy-5,5,8a-trimethyl-3,4,4a,6,7,8-hexahydronaphthalene-2-carboxylic acid	-0.259411442312721	0.282090892066744
N-undecanoylglycine	-0.17961925120912	0.471892051615121
carveol	-0.355858555177176	0.0819336499702106
l-Norvaline, N-(2-methoxyethoxycarbonyl)-, undecyl ester	-0.136832570589835	0.569379432652956
N-acetylphenylalanine	-0.278170203311324	0.432586854301548
AAL Toxin TA2	-0.367218456748698	0.271999188670653
metribuzin	0.245624503993912	0.359213053608422
2-aminohexanoic acid	-0.222092411045888	0.372078888653557
alanyl-leucine	-0.235981941648771	0.422039087932198
2-amino-1,3,4-tetradecanetriol	-0.540067933642973	0.0960245131621404
methyl 3-(3,4-dihydroxy-5-phenyloxolan-2-yl)-3-hydroxypropanoate	-0.0939528471455155	0.76106305725375
canadine	-0.330221391313254	0.339065422284923
(+)-N-Acetylmuramic acid	0.166893099488824	0.634436111771015
hordenine	-0.321928094887362	0.355917683749582
pyributicarb	-0.243032875888441	0.436098014447461
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one	-0.321928094887362	0.355917683749582
santacruzamate A	0.0866599282810051	0.806363158766407
2-hydroxy-4-(methylthio)butanoic acid	-0.0953864446176035	0.768405779144307
3,4-dimethylindole-2-carboxylic acid	-0.246752328915237	0.442009528330324
3,4,5-trihydroxy-6-{[3-(4-methoxy-1-benzofuran-5-yl)-3-oxopropanoyl]oxy}oxane-2-carboxylic acid	-0.321928094887362	0.355917683749582
6,7-dimethoxy-3-(4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl)-3H-isobenzofuran-1-one	-0.321928094887362	0.355917683749582
sulfometuron methyl	0.0545422014234525	0.860676488018174
syringaresinol	-0.121042641574502	0.706372679241573
Diterpene deriv 329	-0.192469009053389	0.378943018158478
2-phenylethylamine	-0.473689438346015	0.171118261671577
Caffeoyltryptamine	0.349814931404955	0.222606186623888
lombricine	-0.246307834149103	0.25292670833829
tridecanedioic acid	-0.218996520563715	0.418215532357324
Kukoamine A	-0.178763352709747	0.558111952015964
Acetyl tributyl citrate	-0.115198195843608	0.673563170711985
citric acid	-0.0582809728606828	0.83438400785142
1-[3-methyl-2-[2-(methylamino)propanoylamino]pentanoyl]-N-(1,2,3,4-tetrahydronaphthalen-1-yl)pyrrolidine-2-carboxamide	0.130370242425705	0.688803031111132
4-[5-(4-methoxyphenyl)-1,2,4-oxadiazol-3-yl]benzoic acid	0.321928094887362	0.355917683749582
2-[5-[2-[2-[5-(2-Hydroxybutyl)oxolan-2-yl]propanoyloxy]butyl]oxolan-2-yl]propanoic acid	-0.145407053715313	0.649443073272679
5-(2-{[2-(2-ethoxyphenoxy)ethyl]amino}propyl)-2-methoxybenzenesulfonamide	0.321928094887362	0.355917683749582
N-Nitrosothiazolidine-4-carboxylic acid	-0.0958541760173029	0.741952612893385
5-Hydroxytryptophol	0.0929428917117037	0.772751967272566
monoethyl phthalate	-0.050489411875152	0.880387931043042
2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol	-0.314801734108364	0.290411893338082
Oxytetracycline Impurity A	-0.301528012279625	0.346943911852881
glutamic acid	0.131444443603595	0.632558890297159
beta-D-Ribofuranose, 1-(6-amino-9H-purin-9-yl)-1-deoxy-5-S-methyl-5-thio-	-0.210078048935763	0.482017728759817
5-[6-(cyclohexylamino)-9-purinyl]-2-(hydroxymethyl)-4-methoxy-3-oxolanol	-0.482948833629343	0.0518960591856257
9,10-dihydroxyoctadecanoic acid	-0.321928094887362	0.355917683749582
Pentacosanoylglycine	-0.321928094887362	0.355917683749582
(-)-11-Hydroxy-9,15,16-trioxooctadecanoic acid	0.17265970646523	0.514490449715273
9,10,18-trihydroxyoctadecanoic acid	-0.159571695976148	0.432345014342854
4-[4-[[[1-(2-methylpropyl)-3-pyrrolidinyl]methylamino]-oxomethyl]-3-oxo-1H-isoindol-2-yl]-1-piperidinecarboxylic acid ethyl ester	-0.321928094887362	0.355917683749582
Jasmolone glucoside	-0.465962946624524	0.07242490891258
(RS)-norcoclaurine	-0.37095484506832	0.266012673927102
Isovitexin 4',7-diglucoside	-0.321928094887362	0.355917683749582
N,N-bis(2-hydroxyethyl)dodecanamide	-0.518384630084363	0.0307233088409427
tyramine	-0.328449429420229	0.269319675636857
gamma-decalactone	-0.428370480239371	0.103956925405563
feruloyl-3-methoxytyramine glycoside	-0.321928094887362	0.355917683749582
Methyl (9E)-9-octadecenoate	0.502114958658344	0.0453016089513842
3',5'-di-O-methyltricetin	-0.166233173660022	0.442639357429904
Leucyl-Threonine	-0.32819844956586	0.261537511980798
2-[[6-amino-2-(4-methoxyanilino)-5-nitro-4-pyrimidinyl]amino]ethanol	0.229335935176444	0.414197100118077
(2-{[3-(3,4-dihydroxy-5-methoxyphenyl)prop-2-enoyl]oxy}ethyl)trimethylazanium	-0.321928094887362	0.355917683749582
bis(2-ethylhexyl) phthalate	-0.0870242445566152	0.752105770556592
Kaempferol-3-O-rhamnoside	-0.33722018016535	0.325378929722162
sinapine	-0.321633451776706	0.355967629986822
13-Dodecan-2-yl-6-(1-hydroxyethyl)-3-(hydroxymethyl)-12-methyl-9-propan-2-yl-1-oxa-4,7,10-triazacyclotridecane-2,5,8,11-tetrone	0.497056064461028	0.00796128216872664
N,N-dimethyltryptamine	-0.422714799546223	0.197759161933321
2-aminopimelic acid	-0.238297003747384	0.267377303659046
octadecanamide	-0.253941971445805	0.216467853190967
3,7,8,15-Scirpenetetrol	-0.130814532673668	0.712020067136979
ACar 14:1	0.228160855304343	0.472261901102013
dodecanedioic acid	0.0431687247846829	0.843084726502029
L-DOPA 3'-glucoside	-0.445473188842324	0.123827108166626
hexaethylene glycol	-0.113263007436194	0.665581776175789
(R,S)-Scoulerine	-0.349161661554675	0.302136270337263
N-Acetyl-Valine	-0.074022070455377	0.719677092833443
3'-Hydroxy-T2 Toxin	-0.321928094887362	0.355917683749582
H-gamma-Glu-Tyr-OH	-0.0968711659100364	0.750528606122995
8-oxo-9,11-octadecadiynoic acid	-0.126041927235272	0.629444798594144
Culpin	-0.513637225289935	0.0904342013502209
avobenzone	0.304074373122484	0.280804975088713
1,4'-bipiperidine-1'-carboxylic acid	0.166644590536792	0.56633523032814
5-hydroxyindoleacetylglycine	-0.321928094887362	0.355917683749582
Pestalotionol	0.365146697885075	0.118753564156933
BAPTA	-0.321928094887362	0.355917683749582
N-methylnicotinic acid	-0.194893555084004	0.407105727540875
serotonin	-0.0103808146820608	0.975647432079713
diethyl phthalate	-0.0416325048541046	0.90141415287686
Alkaloid RC	-0.349481585631366	0.302244206479107
DIMBOA-Glc	0.139988222873499	0.681632071862419
dodecanamide	-0.167283764048336	0.584637733695756
hypoxanthine	0.339131610116688	0.257053237661561
epinine	-0.335254239468852	0.327700926635245
1-(2-Hydroxyphenylamino)-1-deoxy-beta-D-gentiobioside 1,2-carbamate	-0.326499872992465	0.345227634388856
histidine	0.119661419685384	0.627364871788217
HMBOA-Glc	0.239251706252221	0.476501410062928
Gein	0.144238868148528	0.646315447660968
N-[2-(1H-benzimidazol-2-yl)ethyl]-3,5-dinitrobenzamide	-0.202758203655871	0.553178029568291
Norchelerythrine	-0.37562562681552	0.253614088650926
7,11b-dihydro-6H-indeno[2,1-c][1]benzopyran-3,6a,9,10-tetrol	-0.321928094887362	0.355917683749582
1-(4,6-dimethoxy-2-pyrimidinyl)-3-(2-methoxyethyl)thiourea	0.337395050636277	0.175509725803018
6-[6-carboxy-4,5-dihydroxy-2-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	-0.439118539897139	0.158967899149664
p-coumaroylagmatine	0.0459969334336252	0.879520170835668
Valyl-Proline	-0.241481608638873	0.336543750021411
Arphamenine B	0.196435877210199	0.51783027496152
h-gamma-Glu-leu-oh	-0.106669537128151	0.693396465902168
3-Hydroxy-10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,3,4,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-7-one	-0.0818371026062188	0.723804237412859
N-malonyltryptophan	-0.340272382062754	0.160464853681946
1,10,11-Trihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	0.316853921186151	0.337055404710874
7,4'-dimethylkaempferol	0.0346478845236257	0.917937755373833
N-hippuryl-N(6)-(carboxymethyl)lysine	-0.425926639336147	0.195713649977622
sulforaphane	-0.376082698418648	0.175729454119682
[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 3,4,5-trihydroxybenzoate	-0.320476536178036	0.216530435197707
4-(trimethylammonio)butanoic acid	0.266451919164169	0.329031991334742
catechin	-0.378462193705681	0.248648094973558
N-acetyltyramine	-0.357194800144896	0.202665712428046
(+)-O-Methylarmepavine	-0.50575975443148	0.0855889018242126
agmatine	-0.0798316493155765	0.7352055875812
2,4-dihydroxybenzaldehyde	0.0802995856686109	0.804582205114802
2,3-di(acetyloxy)-3-cyano-1-[1,2-di(acetyloxy)ethyl]propyl acetate	-0.39662246911113	0.229058835801067
N-Acetyl-proline	0.350923032749398	0.19218479609222
N-methyltryptamine	-0.260627275299592	0.389088217361279
Methylone	-0.455469309524637	0.12567869625269
9,10,12,13-tetrahydroxy-octadecanoic acid	-0.288571469914743	0.401569699554021
apigenin	-0.592689042073064	0.0207494794001135
indole-3-carbaldehyde	-0.166657673917603	0.526009859198409
1-isothiocyanato-7-(methylsulfinyl)heptane	-0.321928094887362	0.355917683749582
2-(Hydroxymethyl)-6-[4-(3-hydroxyprop-1-enyl)-2,6-dimethoxyphenoxy]oxane-3,4,5-triol	-0.341348821621178	0.27563671959462
Phenylethyl primeveroside	-0.160195700074465	0.552619584120593
lysine	-0.1899720377849	0.498179815158283
adenine	-0.240216302594507	0.353995476383951
glutamine	0.0266251830549751	0.927178639000427
quinolin-4-ol	0.125099360507123	0.675076221980635
Tetrahydroneopterin	-0.350905196639345	0.0809233728638706
2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one	-0.208704624070359	0.445220787398967
9H-xanthine	0.111171296399556	0.713087206120415
methionine S-oxide	-0.247380536308325	0.315180760914352
Tyrosyl-Proline	-0.0109039350581531	0.965138357079452
Histidinyl-Glutamine	-0.346151314795903	0.215098553236088
Orientin 2''-rhamnoside	0.0223246614475038	0.926641618828106
salicylic acid	-0.129474142405515	0.666124736702822
(8E)-2-Amino-8-octadecene-1,3,4-triol	-0.160815394528243	0.546379746518983
S-ethylhomocysteine	0.312011395102285	0.140442970895125
theobromine	-0.192528738728752	0.440584520325248
acetylagmatine	0.390960073978976	0.0855424989031623
(+)-4,11-Eudesmadien-3-one	-0.0410194581801582	0.905934979675206
3-(1H-indol-3-yl)-2-(methylamino)propanoic acid	0.0625747837081782	0.826750705989834
N-Acetyl-leu-leu-leu-leu-leu-tyr-amide	-0.321928094887362	0.355917683749582
N-acetyl-5-aminosalicylic acid	0.0954364968505065	0.682789810296948
4-Methoxy-1H-indole-3-carbaldehyde	-0.409790519102745	0.212932236535928
phenylethanolamine	-0.24931486922731	0.330374690918033
Tocopheronic acid	-0.149806450151381	0.567328370032782
Asterric acid	0.0948901433130456	0.736687250511093
allocryptopine	-0.413395467799605	0.196295667070498
(2R,3R)-3,4',7-Trihydroxyflavanone	-0.321928094887362	0.355917683749582
2-Amino-1,3,4-octadecanetriol	-0.232028724444632	0.387143778598456
tryptamine	0.126335925881325	0.701479371688632
N-acetyldopamine	-0.162099409626318	0.52573133822481
pipecolic acid	0.255023218585841	0.286152064940073
6'-Apiosyllotaustralin	-0.525186183708625	0.0882186757584189
Camelinin	-0.321928094887362	0.355917683749582
2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine	-0.265859345416078	0.328842347181899
tryptophan	-0.0883394487484892	0.720154661571258
nicotinamide	0.0878871987253225	0.7331422257248
1-Oleoylglycerophosphoserine	-0.105284312958614	0.777719875676871
C17-sphinganine	-0.0329601536049886	0.924602093709875
3,4,5-trihydroxy-6-{4-[(1E)-3-oxo-3-{4,5,6-trihydroxy-3-[hydroxy(3,4,5-trihydroxyoxan-2-yl)methyl]-2-oxo-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclohex-3-en-1-yl}prop-1-en-1-yl]phenoxy}oxane-2-carboxylic acid	-0.321928094887362	0.355917683749582
Normetanephrine	-0.358907220853893	0.281420851096993
guanine	-0.229798179126753	0.386910532645603
L-Glutathione (reduced)	0.317192109493153	0.36186468921442
protopine	-0.504660142997541	0.099455249199411
7-Methyl-cholic acid	0.0386474423421071	0.892435308996191
I(3)-Tocotrienol	0.199184796325184	0.474427901370487
2-[[(3,5-dimethoxyphenyl)-oxomethyl]amino]-4,5-dimethoxybenzoic acid methyl ester	0.517954058776204	0.141875679718361
luteolin	-0.498057302823834	0.0361887621829657
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyl-2-oxanyl)oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one	-0.176736282305476	0.556743802316471
[3-carboxy-2-(1-oxohexadecoxy)propyl]-trimethylammonium	-0.321928094887362	0.355917683749582
scopoletin	-0.409115368452746	0.0500099538844058
Pyroglu-Asn-Lys	-0.311416444563648	0.356921108485354
1,5-anhydro-1-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-6-yl]hexitol	-0.402148144589274	0.100951967732886
Quercetin-3-o-vicianoside	-0.349064729317124	0.301448454606733
2-(Acetylamino)hexanoic acid	-0.342368527785537	0.09097403627811
Propanoylagmatine	0.395955773023028	0.217946379772064
7alpha,8alpha-Dihydroxycalonectrin	0.40251847610362	0.178908493423775
Corymboside	-0.132961408472545	0.642301902696463
1-[1-(1-cyclopentyl-5-tetrazolyl)-2-methylpropyl]-4-(2-fluorophenyl)piperazine	0.139346566585094	0.655384393256146
mesalamine	0.235942330013231	0.471051718611372
1-cyano-8-(methylsulfinyl)heptane	-0.321928094887362	0.355917683749582
methiin	-0.105397780755552	0.716678682210824
octopamine	-0.21075784131687	0.411002361999263
reticuline	-0.333385351406476	0.300038972777944
glycerophosphatidylethanolamine	-0.056728997412861	0.879451846309993
LSM-4270	-0.219724314077585	0.494333271936326
2,6-Nonadienoic acid	-0.0496129952456069	0.865617925156866
5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-3-yl 6-O-(6-deoxyhexopyranosyl)hexopyranoside	-0.191917015498303	0.419268242903825
3,5-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-chromen-7-yl hexopyranoside	-0.372188893579543	0.109556253943922
