"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","biodynamique_vs_conventional purely mineral fertilization_p_value","biodynamique_vs_conventional purely mineral fertilization_p_value_minus_log10","biodynamique_vs_conventional purely mineral fertilization_fold_change","biodynamique_vs_conventional purely mineral fertilization_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescore","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","biodynamique","biodynamique.pval","conventional.purely.mineral.fertilization","conventional.purely.mineral.fertilization.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
3458,"3458_251.13_6.5","NA_[3458_251.13_6.5]",251.127818099852,6.50160413089431,0.0492238544508949,1.30782438207545,0.737036103759333,-0.440192803329852,"Butyl 3,4,5-trimethoxybenzoate",NA,NA,0.176037009532767,-130.56803680922,74.598133401341,1,"InChI=1S/C14H20O5/c1-5-6-7-19-14(15)10-8-11(16-2)13(18-4)12(9-10)17-3/h8-9H,5-7H2,1-4H3","GZRFAUJVAXSXMI","C14H20O5","[M - H2O + H]+","CCCCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC","Shikimates and Phenylpropanoids","Shikimic acids and derivatives","Phenolic acids (C6-C1)","250.120509056","InChI=1S/C14H18O4/c1-7-5-10-8(11(15)12(16)17-10)6-14-9(7)3-4-13(14,2)18-14/h7,9-10,15H,3-6H2,1-2H3/t7-,9-,10-,13+,14-/m0/s1","IKNLAIKCPOECJF-BCPYCVGSSA-N","IKNLAIKCPOECJF","C[C@H]1C[C@@H]2OC(=O)C(O)=C2C[C@@]23O[C@]2(C)CC[C@@H]13","C14H18O4","(1S,7S,9S,10S,13R)-4-hydroxy-9,13-dimethyl-6,14-dioxatetracyclo[8.4.0.01,13.03,7]tetradec-3-en-5-one","http://www.wikidata.org/entity/Q105114816","Terpenoids","Sesquiterpenoids","Terpenoids","Sesquiterpenoids","Guaiane sesquiterpenoids","Pulicaria undulata","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Asterales']","['Asteraceae']","['Inuleae']","['Francoeuria']","['Francoeuria undulata']","nan","910057.0","http://www.wikidata.org/entity/Q15601352",0,1.00100150250438,0.291417165668663,1.00100150250438,0.305389221556886,1.00100150250438,0.285429141716567,0.0867,0.902195608782435
3483,"3483_681.49_10.8","NA_[3483_681.49_10.8]",681.492501114422,10.8031778943089,0.0332374632713432,1.47837212957198,1.40164899299954,0.487125108649151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00804832225625,0.0818363273453094,1.57532347087875,0.155688622754491,1.91939817108553,0.111776447105788,0.0846714285714286,0.840319361277445
3530,"3530_689.49_10.1","NA_[3530_689.49_10.1]",689.492031418798,10.0741092459016,0.0499845054096456,1.30116460082338,1.41172771718441,0.497461859892777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.281437125748503,1.00100150250438,0.285429141716567,1.00100150250438,0.275449101796407,0.0754666666666667,0.862275449101796
3538,"3538_339.25_6.7","NA_[3538_339.25_6.7]",339.250849407923,6.65514109074074,0.0254825207129029,1.59375761410916,1.56551936875317,0.646641357746011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27798710394242,0.0778443113772455,2.08589742143606,0.0958083832335329,2.61855596947826,0.0598802395209581,0.192661904761905,0.19560878243513
3605,"3605_703.51_10.8","NA_[3605_703.51_10.8]",703.507742265293,10.7884413057851,0.0418243321439944,1.37857098517713,1.39414482444761,0.479380436858942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38942503594182,0.189620758483034,1.26693979201741,0.235528942115768,1.40834895880057,0.179640718562874,0.032,0.996007984031936
3658,"3658_261.15_6.4","alpha-CEHC_[3658_261.15_6.4]",261.148555232852,6.42195483211009,0.00223730230614596,2.65027532970729,1.71289991704752,0.776440858720571,"alpha-Cehc","alpha-CEHC","CHEBI:88427",0.810713712964925,-40.9036655103057,75.4563317716373,1,"InChI=1S/C16H22O4/c1-9-10(2)15-12(11(3)14(9)19)5-7-16(4,20-15)8-6-13(17)18/h19H,5-8H2,1-4H3,(H,17,18)","AXODOWFEFKOVSH","C16H22O4","[M - H2O + H]+","CC1=C(C2=C(CCC(O2)(C)CCC(=O)O)C(=C1O)C)C","Terpenoids","Prenyl quinone meroterpenoids","Meroterpenoids","260.1412445","InChI=1S/C16H20O3/c1-7-5-13(18)15-8(2)10(4)19-16(15)14-9(3)12(17)6-11(7)14/h11-18H,1-6H2/t11-,12-,13+,14-,15+,16+/m0/s1","OLSOYTHXHBNGLE-RWHKXBQASA-N","OLSOYTHXHBNGLE","C=C1O[C@@H]2[C@H]3C(=C)[C@@H](O)C[C@H]3C(=C)C[C@@H](O)[C@H]2C1=C","C16H20O3","(3aR,4R,6aR,8S,9aR,9bR)-2,3,6,9-tetramethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-4,8-diol","http://www.wikidata.org/entity/Q105194114","Terpenoids","Sesquiterpenoids","Terpenoids","Sesquiterpenoids","Cadinane sesquiterpenoids","Crepis crocea","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Asterales']","['Asteraceae']","['Cichorieae']","['Crepis']","['Crepis crocea']","nan","237606.0","http://www.wikidata.org/entity/Q10903073",4,3.04855380424846,0.031936127744511,3.11681886648646,0.0339321357285429,3.11026176279493,0.0439121756487026,0.2695,0.0279441117764471
3662,"3662_348.2_5.7","NA_[3662_348.2_5.7]",348.201671321218,5.66590682764228,0.0399315515900626,1.39868381442598,0.657238853014484,-0.605510326415436,"1-(3-methylbut-2-enoyl)-4-[(prop-2-en-1-ylcarbamoyl)amino]prolyl-N2-methylglycinamide",NA,NA,0.281828800228493,-257.719291797958,16.8099445468853,0.988442211055276,"InChI=1S/C17H27N5O4/c1-5-6-19-17(26)20-12-8-13(16(25)21(4)10-14(18)23)22(9-12)15(24)7-11(2)3/h5,7,12-13H,1,6,8-10H2,2-4H3,(H2,18,23)(H2,19,20,26)","HQBNZRWAEQDXEM","C17H27N5O4","[M - H2O + H]+","CC(=CC(=O)N1CC(CC1C(=O)N(C)CC(=O)N)NC(=O)NCC=C)C","Alkaloids","Simple amide alkaloids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.239520958083832,1.00100150250438,0.273453093812375,1.00100150250438,0.239520958083832,0.1242,0.469061876247505
4399,"4399_139.04_2.6","2,4-dihydroxybenzaldehyde_[4399_139.04_2.6]",139.039139149913,2.58408633644068,0.0214428052618168,1.66871839854872,0.692305318655686,-0.530519663143673,"4-Formylresorcinol","2,4-dihydroxybenzaldehyde","CHEBI:50198",0.199315031437588,-78.5548672269661,53.5511383603463,1,"InChI=1S/C7H6O3/c8-4-5-1-2-6(9)3-7(5)10/h1-4,9-10H","IUNJCFABHJZSKB","C7H6O3","[M + H]+","C1=CC(=C(C=C1O)O)C=O","Polyketides","Tropolones and derivatives (Shikimate)","Phloroglucinols","138.031694052","InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)","IJFXRHURBJZNAO-UHFFFAOYSA-N","IJFXRHURBJZNAO","O=C(O)c1cccc(O)c1","C7H6O3","3-Hydroxybenzoic acid","http://www.wikidata.org/entity/Q2823216","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Shikimic acids and derivatives","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",7,1.26693979201741,0.193612774451098,1.38942503594182,0.203592814371257,1.40834895880057,0.18562874251497,0.0913666666666667,0.868263473053892
5240,"5240_234.13_2.2","NA_[5240_234.13_2.2]",234.133887066276,2.2327271203252,0.00628373251848322,2.20178230998139,1.52899302725239,0.612581827515371,"Pantogab",NA,NA,0.547977146279441,-99.7366560935058,107.261085902625,1,"InChI=1S/C10H19NO5/c1-10(2,6-12)8(15)9(16)11-5-3-4-7(13)14/h8,12,15H,3-6H2,1-2H3,(H,11,16)(H,13,14)","SBBDHANTMHIRGW","C10H19NO5","[M + H]+","CC(C)(CO)C(C(=O)NCCCC(=O)O)O","Amino acids and Peptides","Dipeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78690636367911,0.0818363273453094,2.91111254869791,0.06187624750499,2.96511794952158,0.0798403193612774,0.3929,0.00199600798403194
5554,"5554_694.4_6.9","NA_[5554_694.4_6.9]",694.400526304757,6.93915149864865,0.0386852724260464,1.41245434044495,0.642925534975172,-0.637276443715484,"null",NA,NA,0.332775934315244,-707.850966712371,128.224874032272,0.998492462311558,"InChI=1S/C37H57N3O8/c1-19-18-48-32(21(19)3)33(45)35(5,46)27-10-13-37(47)29-23(9-11-34(27,37)4)36(12-8-22-6-7-28(38)39-17-22)15-26(43)25(42)14-24(36)31(44)30(29)40-16-20(2)41/h6-7,17,19-21,23-27,32-33,40-43,45-47H,8-16,18H2,1-5H3,(H2,38,39)/p+1","JRQHGZMEAAQVCC","C37H57N3O8","[M + Na]+","CC1COC(C1C)C(C(C)(C2CCC3(C2(CCC4C3=C(C(=O)C5C4(CC(C(C5)O)O)CCC6=C[NH+]=C(C=C6)N)NCC(C)O)C)O)O)O","Fatty acids","Imidazole alkaloids","Glycerolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63736530665978,0.13373253493014,1.63736530665978,0.131736526946108,1.72300386905937,0.119760479041916,0.1073,0.233532934131737
